,date,portfolio_value,total_buy_cost,total_sell_value,net_flow,balance,asset_valuation
161,2020-08-31,729559.31,146993.333,0.0,-146993.333,221425.2629999998,950984.5729999999
162,2020-09-01,736749.32,0.0,0.0,0.0,221425.2629999998,958174.5829999998
163,2020-09-02,740371.1,0.0,0.0,0.0,221425.2629999998,961796.3629999998
164,2020-09-03,735543.88,0.0,35302.219,35302.219,256727.48199999984,992271.3619999998
165,2020-09-04,793172.9,102747.809,0.0,-102747.809,153979.67299999984,947152.5729999999
166,2020-09-07,795480.8,0.0,0.0,0.0,153979.67299999984,949460.4729999999
167,2020-09-08,784587.89,0.0,0.0,0.0,153979.67299999984,938567.5629999998
168,2020-09-09,780307.76,0.0,0.0,0.0,153979.67299999984,934287.4329999998
169,2020-09-10,787502.62,0.0,0.0,0.0,153979.67299999984,941482.2929999998
170,2020-09-11,788925.9,0.0,0.0,0.0,153979.67299999984,942905.5729999999
171,2020-09-14,795083.77,0.0,0.0,0.0,153979.67299999984,949063.4429999999
172,2020-09-15,800055.1,0.0,103263.842,103263.842,257243.5149999999,1057298.6149999998
173,2020-09-16,693903.38,0.0,102200.134,102200.134,359443.64899999986,1053347.0289999999
174,2020-09-17,590060.82,0.0,0.0,0.0,359443.64899999986,949504.4689999998
175,2020-09-18,580039.06,0.0,0.0,0.0,359443.64899999986,939482.7089999999
176,2020-09-21,587335.69,27634.091,61305.099,33671.008,393114.6569999999,980450.3469999998
177,2020-09-22,623876.76,106732.97,138963.655,32230.684999999998,425345.34199999995,1049222.102
178,2020-09-23,605926.31,124093.981,0.0,-124093.981,301251.3609999999,907177.671
179,2020-09-24,659827.35,71945.461,59364.822,-12580.638999999996,288670.72199999995,948498.0719999999
180,2020-09-25,693927.12,75656.728,117706.553,42049.825,330720.5469999999,1024647.6669999999
181,2020-09-28,585072.26,0.0,0.0,0.0,330720.5469999999,915792.8069999999
182,2020-09-29,586700.4,0.0,0.0,0.0,330720.5469999999,917420.9469999999
183,2020-09-30,584417.74,0.0,0.0,0.0,330720.5469999999,915138.2869999999
184,2020-10-01,587328.96,0.0,0.0,0.0,330720.5469999999,918049.5069999999
185,2020-10-05,588431.22,0.0,0.0,0.0,330720.5469999999,919151.7669999999
186,2020-10-06,594140.28,0.0,0.0,0.0,330720.5469999999,924860.8269999999
187,2020-10-07,588131.38,0.0,4039.691,4039.691,334760.2379999999,922891.6179999999
188,2020-10-08,588042.5,0.0,0.0,0.0,334760.2379999999,922802.7379999999
189,2020-10-09,589016.6,0.0,0.0,0.0,334760.2379999999,923776.8379999999
190,2020-10-12,584212.89,0.0,45426.795,45426.795,380187.03299999994,964399.923
191,2020-10-13,591022.41,58523.28,25640.423,-32882.857,347304.176,938326.586
192,2020-10-14,562809.39,0.0,0.0,0.0,347304.176,910113.566
193,2020-10-15,551772.83,0.0,0.0,0.0,347304.176,899077.0059999999
194,2020-10-16,560303.51,0.0,55010.482,55010.482,402314.65799999994,962618.168
195,2020-10-19,505235.52,0.0,29781.409,29781.409,432096.0669999999,937331.5869999999
196,2020-10-20,559865.39,81859.009,0.0,-81859.009,350237.05799999996,910102.448
197,2020-10-21,562451.93,0.0,0.0,0.0,350237.05799999996,912688.988
198,2020-10-22,692103.59,114118.351,0.0,-114118.351,236118.70699999994,928222.2969999999
199,2020-10-23,695505.03,0.0,57120.193,57120.193,293238.8999999999,988743.9299999999
200,2020-10-26,633797.26,0.0,43013.169,43013.169,336252.0689999999,970049.3289999999
201,2020-10-27,596093.27,0.0,50905.24,50905.24,387157.3089999999,983250.5789999999
202,2020-10-28,646258.14,104857.126,0.0,-104857.126,282300.18299999984,928558.3229999999
203,2020-10-29,752035.1,112957.927,0.0,-112957.927,169342.25599999982,921377.3559999998
204,2020-10-30,758106.54,0.0,49690.197,49690.197,219032.45299999986,977138.9929999999
205,2020-11-02,696339.77,0.0,0.0,0.0,219032.45299999986,915372.2229999999
206,2020-11-03,700264.15,0.0,0.0,0.0,219032.45299999986,919296.6029999999
207,2020-11-04,697351.52,0.0,0.0,0.0,219032.45299999986,916383.9729999999
208,2020-11-05,715203.05,0.0,0.0,0.0,219032.45299999986,934235.5029999999
209,2020-11-06,713425.8,0.0,0.0,0.0,219032.45299999986,932458.2529999999
210,2020-11-09,716651.0,0.0,0.0,0.0,219032.45299999986,935683.4529999999
211,2020-11-10,722765.8,0.0,0.0,0.0,219032.45299999986,941798.2529999999
212,2020-11-11,726742.01,0.0,131445.665,131445.665,350478.1179999999,1077220.128
213,2020-11-12,609837.73,0.0,0.0,0.0,350478.1179999999,960315.8479999999
214,2020-11-13,620576.58,0.0,153246.109,153246.109,503724.2269999999,1124300.8069999998
215,2020-11-14,470696.45,0.0,58529.984,58529.984,562254.2109999999,1032950.6609999998
216,2020-11-17,409842.81,0.0,126619.938,126619.938,688874.1489999999,1098716.9589999998
217,2020-11-18,281231.26,0.0,0.0,0.0,688874.1489999999,970105.4089999999
218,2020-11-19,280213.34,0.0,0.0,0.0,688874.1489999999,969087.4889999998
219,2020-11-20,281007.11,0.0,0.0,0.0,688874.1489999999,969881.2589999998
220,2020-11-23,285471.79,0.0,0.0,0.0,688874.1489999999,974345.9389999998
221,2020-11-24,295413.73,0.0,0.0,0.0,688874.1489999999,984287.8789999998
222,2020-11-25,291002.69,0.0,151723.814,151723.814,840597.9629999999,1131600.653
223,2020-11-26,144093.89,0.0,0.0,0.0,840597.9629999999,984691.8529999999
224,2020-11-27,144406.66,0.0,0.0,0.0,840597.9629999999,985004.6229999999
225,2020-12-01,144963.74,0.0,0.0,0.0,840597.9629999999,985561.7029999999
226,2020-12-02,147849.64,0.0,0.0,0.0,840597.9629999999,988447.6029999999
227,2020-12-03,151916.35,0.0,0.0,0.0,840597.9629999999,992514.3129999998
228,2020-12-04,151347.19,0.0,34448.216,34448.216,875046.1789999999,1026393.369
229,2020-12-07,121957.8,0.0,0.0,0.0,875046.1789999999,997003.9789999999
230,2020-12-08,121548.16,0.0,18078.299,18078.299,893124.4779999999,1014672.6379999999
231,2020-12-09,102379.61,0.0,0.0,0.0,893124.4779999999,995504.0879999999
232,2020-12-10,102053.45,0.0,0.0,0.0,893124.4779999999,995177.9279999998
233,2020-12-11,102499.91,0.0,0.0,0.0,893124.4779999999,995624.3879999999
234,2020-12-14,103898.8,0.0,0.0,0.0,893124.4779999999,997023.2779999999
235,2020-12-15,104545.41,0.0,0.0,0.0,893124.4779999999,997669.8879999999
236,2020-12-16,167900.2,64649.132,0.0,-64649.132,828475.3459999999,996375.5459999999
237,2020-12-17,166759.3,0.0,64210.211,64210.211,892685.5569999999,1059444.8569999998
238,2020-12-18,142940.91,35476.031,0.0,-35476.031,857209.5259999998,1000150.4359999999
239,2020-12-21,135270.73,0.0,44884.519,44884.519,902094.0449999999,1037364.7749999999
240,2020-12-22,459545.58,359671.504,0.0,-359671.504,542422.5409999999,1001968.1209999998
241,2020-12-23,696160.07,216833.622,0.0,-216833.622,325588.9189999999,1021748.9889999998
242,2020-12-24,708701.42,0.0,0.0,0.0,325588.9189999999,1034290.3389999999
243,2020-12-28,723717.94,0.0,0.0,0.0,325588.9189999999,1049306.8589999997
244,2020-12-29,717065.83,0.0,0.0,0.0,325588.9189999999,1042654.7489999998
245,2020-12-30,725671.07,0.0,0.0,0.0,325588.9189999999,1051259.9889999998
246,2020-12-31,723426.36,0.0,0.0,0.0,325588.9189999999,1049015.2789999999
247,2021-01-01,729740.04,0.0,0.0,0.0,325588.9189999999,1055328.9589999998
248,2021-01-04,743591.77,0.0,0.0,0.0,325588.9189999999,1069180.6889999998
249,2021-01-05,753082.15,0.0,0.0,0.0,325588.9189999999,1078671.069
250,2021-01-06,759052.63,0.0,74538.75,74538.75,400127.6689999999,1159180.2989999999
251,2021-01-07,696437.33,0.0,0.0,0.0,400127.6689999999,1096564.9989999998
252,2021-01-08,697927.58,0.0,0.0,0.0,400127.6689999999,1098055.2489999998
253,2021-01-11,688544.63,0.0,74549.055,74549.055,474676.72399999993,1163221.3539999998
254,2021-01-12,625486.69,0.0,0.0,0.0,474676.72399999993,1100163.4139999999
255,2021-01-13,619718.63,0.0,105037.935,105037.935,579714.659,1199433.2889999999
256,2021-01-14,515059.59,0.0,0.0,0.0,579714.659,1094774.249
257,2021-01-15,511326.07,0.0,0.0,0.0,579714.659,1091040.729
258,2021-01-18,686622.62,192126.529,0.0,-192126.529,387588.1299999999,1074210.75
259,2021-01-19,857011.3,153475.592,0.0,-153475.592,234112.53799999994,1091123.838
260,2021-01-20,861176.65,0.0,0.0,0.0,234112.53799999994,1095289.188
261,2021-01-21,851473.53,0.0,0.0,0.0,234112.53799999994,1085586.068
262,2021-01-22,842563.8,0.0,36055.82,36055.82,270168.3579999999,1112732.1579999998
263,2021-01-25,824973.9,29824.711,0.0,-29824.711,240343.64699999988,1065317.5469999998
264,2021-01-27,843151.62,18395.272,23233.94,4838.667999999998,245182.31499999983,1088333.9349999998
265,2021-01-28,823127.65,0.0,0.0,0.0,245182.31499999983,1068309.9649999999
266,2021-01-29,807668.53,0.0,0.0,0.0,245182.31499999983,1052850.8449999997
267,2021-02-01,849596.43,30415.46,32989.957,2574.497000000003,247756.8119999998,1097353.2419999999
268,2021-02-02,827903.77,0.0,0.0,0.0,247756.8119999998,1075660.582
269,2021-02-03,844515.84,0.0,0.0,0.0,247756.8119999998,1092272.6519999998
270,2021-02-04,846978.39,0.0,0.0,0.0,247756.8119999998,1094735.2019999998
271,2021-02-05,856482.48,0.0,0.0,0.0,247756.8119999998,1104239.292
272,2021-02-08,864530.81,0.0,151133.036,151133.036,398889.84799999977,1263420.6579999998
273,2021-02-09,706101.48,0.0,0.0,0.0,398889.84799999977,1104991.3279999997
274,2021-02-10,723471.42,0.0,100604.966,100604.966,499494.8139999998,1222966.2339999997
275,2021-02-11,744859.3,106844.696,95888.081,-10956.61499999999,488538.1989999998,1233397.4989999998
276,2021-02-12,647606.38,0.0,26030.908,26030.908,514569.1069999998,1162175.4869999997
277,2021-02-15,629960.24,0.0,39013.034,39013.034,553582.1409999998,1183542.3809999998
278,2021-02-16,584735.8,0.0,0.0,0.0,553582.1409999998,1138317.9409999999
279,2021-02-17,649814.39,65873.716,0.0,-65873.716,487708.42499999976,1137522.8149999997
280,2021-02-18,710418.36,66162.75,0.0,-66162.75,421545.6749999998,1131964.0349999997
281,2021-02-19,736413.74,33158.18,23720.765,-9437.415,412108.2599999998,1148521.9999999998
282,2021-02-22,695048.62,0.0,0.0,0.0,412108.2599999998,1107156.88
283,2021-02-23,798935.82,105388.49,37190.228,-68198.262,343909.9979999998,1142845.8179999997
284,2021-02-24,767650.34,0.0,55532.276,55532.276,399442.27399999974,1167092.6139999996
285,2021-02-25,741782.29,33540.252,87395.88,53855.628000000004,453297.90199999977,1195080.1919999998
286,2021-02-26,653679.33,0.0,0.0,0.0,453297.90199999977,1106977.2319999998
287,2021-03-01,672302.3,0.0,0.0,0.0,453297.90199999977,1125600.2019999998
288,2021-03-02,687425.38,0.0,0.0,0.0,453297.90199999977,1140723.2819999997
289,2021-03-03,693489.38,0.0,255107.201,255107.201,708405.1029999998,1401894.4829999998
290,2021-03-04,443578.96,0.0,47522.229,47522.229,755927.3319999997,1199506.2919999997
291,2021-03-05,389274.71,0.0,0.0,0.0,755927.3319999997,1145202.0419999997
292,2021-03-08,390740.71,0.0,0.0,0.0,755927.3319999997,1146668.0419999997
293,2021-03-09,388219.38,0.0,11868.741,11868.741,767796.0729999997,1156015.4529999997
294,2021-03-10,433735.93,57275.813,0.0,-57275.813,710520.2599999998,1144256.1899999997
295,2021-03-12,431533.39,0.0,0.0,0.0,710520.2599999998,1142053.65
296,2021-03-15,423291.43,0.0,0.0,0.0,710520.2599999998,1133811.6899999997
297,2021-03-16,422056.88,0.0,0.0,0.0,710520.2599999998,1132577.1399999997
298,2021-03-17,584619.83,167166.03,0.0,-167166.03,543354.2299999997,1127974.0599999996
299,2021-03-18,795033.01,217276.53,0.0,-217276.53,326077.6999999997,1121110.7099999997
300,2021-03-19,903785.49,95476.12,29702.394,-65773.726,260303.9739999997,1164089.4639999997
301,2021-03-22,906208.7,25339.768,0.0,-25339.768,234964.20599999966,1141172.9059999995
302,2021-03-23,921236.92,0.0,0.0,0.0,234964.20599999966,1156201.1259999997
303,2021-03-24,916183.63,0.0,35248.735,35248.735,270212.94099999964,1186396.5709999995
304,2021-03-25,879493.25,0.0,0.0,0.0,270212.94099999964,1149706.1909999996
305,2021-03-26,925446.56,47758.165,23847.095,-23911.07,246301.8709999997,1171748.4309999999
306,2021-03-30,916995.45,0.0,0.0,0.0,246301.8709999997,1163297.3209999995
307,2021-03-31,914249.27,0.0,0.0,0.0,246301.8709999997,1160551.1409999998
308,2021-04-01,923146.43,0.0,0.0,0.0,246301.8709999997,1169448.3009999997
309,2021-04-05,904013.78,0.0,0.0,0.0,246301.8709999997,1150315.6509999996
310,2021-04-06,913734.66,0.0,0.0,0.0,246301.8709999997,1160036.5309999997
311,2021-04-07,920048.05,0.0,27447.519,27447.519,273749.38999999966,1193797.4399999997
312,2021-04-08,898735.94,0.0,58731.148,58731.148,332480.5379999997,1231216.4779999997
