,symbol,date,open,high,low,close,volume
27,^NSEI,2020-01-24,12174.55,12272.15,12149.65,12248.25,593200
28,^NSEI,2020-01-27,12197.1,12216.6,12107.0,12119.0,441200
29,^NSEI,2020-01-28,12148.1,12163.55,12024.5,12055.8,478500
30,^NSEI,2020-01-29,12114.9,12169.6,12103.8,12129.5,514400
31,^NSEI,2020-01-30,12147.75,12150.3,12010.6,12035.8,538100
32,^NSEI,2020-01-31,12100.4,12103.55,11945.85,11962.1,771300
33,^NSEI,2020-02-03,11627.45,11749.85,11614.5,11707.9,669800
34,^NSEI,2020-02-04,11786.25,11986.15,11783.4,11979.65,560400
35,^NSEI,2020-02-05,12005.85,12098.15,11953.35,12089.15,758000
36,^NSEI,2020-02-06,12120.0,12160.6,12084.65,12137.95,565100
37,^NSEI,2020-02-07,12151.15,12154.7,12073.95,12098.35,473500
38,^NSEI,2020-02-10,12102.35,12103.55,11990.75,12031.5,524700
39,^NSEI,2020-02-11,12108.4,12172.3,12099.0,12107.9,480000
40,^NSEI,2020-02-12,12151.0,12231.75,12144.3,12201.2,411700
41,^NSEI,2020-02-13,12219.55,12225.65,12139.8,12174.65,501200
42,^NSEI,2020-02-14,12190.15,12246.7,12091.2,12113.45,622800
43,^NSEI,2020-02-17,12131.8,12159.6,12037.0,12045.8,0
44,^NSEI,2020-02-18,12028.25,12030.75,11908.05,11992.5,676900
45,^NSEI,2020-02-19,12090.6,12134.7,12042.1,12125.9,513600
46,^NSEI,2020-02-20,12119.0,12152.0,12071.45,12080.85,502600
47,^NSEI,2020-02-24,12012.55,12012.55,11813.4,11829.4,490800
48,^NSEI,2020-02-25,11877.5,11883.05,11779.9,11797.9,461000
49,^NSEI,2020-02-26,11738.55,11783.25,11639.6,11678.5,567600
50,^NSEI,2020-02-27,11661.25,11663.85,11536.7,11633.3,608600
51,^NSEI,2020-02-28,11382.0,11384.8,11175.05,11201.75,809900
52,^NSEI,2020-03-02,11387.35,11433.0,11036.25,11132.75,680800
53,^NSEI,2020-03-03,11217.55,11342.25,11152.55,11303.3,696500
54,^NSEI,2020-03-04,11351.35,11356.6,11082.15,11251.0,797700
55,^NSEI,2020-03-05,11306.05,11389.5,11244.6,11269.0,1352500
56,^NSEI,2020-03-06,10942.65,11035.1,10827.4,10989.45,1811000
57,^NSEI,2020-03-09,10742.05,10751.55,10294.45,10451.45,1565500
58,^NSEI,2020-03-11,10334.3,10545.1,10334.0,10458.4,1218500
59,^NSEI,2020-03-12,10039.95,10040.75,9508.0,9590.15,1343500
60,^NSEI,2020-03-13,9107.6,10159.4,8555.15,9955.2,1388000
61,^NSEI,2020-03-16,9587.8,9602.2,9165.1,9197.4,897700
62,^NSEI,2020-03-17,9285.4,9403.8,8915.6,8967.05,935600
63,^NSEI,2020-03-18,9088.45,9127.55,8407.05,8468.8,1516600
64,^NSEI,2020-03-19,8063.3,8575.45,7832.55,8263.45,925700
65,^NSEI,2020-03-20,8284.45,8883.0,8178.2,8745.45,1071500
66,^NSEI,2020-03-23,7945.7,8159.25,7583.6,7610.25,653500
67,^NSEI,2020-03-24,7848.3,8036.95,7511.1,7801.05,738400
68,^NSEI,2020-03-25,7735.15,8376.75,7714.75,8317.85,736900
69,^NSEI,2020-03-26,8451.0,8749.05,8304.9,8641.45,865600
70,^NSEI,2020-03-27,8949.1,9038.9,8522.9,8660.25,801500
71,^NSEI,2020-03-30,8385.95,8576.0,8244.0,8281.1,593300
72,^NSEI,2020-03-31,8529.35,8678.3,8358.0,8597.75,712700
73,^NSEI,2020-04-01,8584.1,8588.1,8198.35,8253.8,506300
74,^NSEI,2020-04-03,8356.55,8356.55,8055.8,8083.8,697000
75,^NSEI,2020-04-07,8446.3,8819.4,8360.95,8792.2,814200
76,^NSEI,2020-04-08,8688.9,9131.7,8653.9,8748.75,896500
77,^NSEI,2020-04-09,8973.05,9128.35,8904.55,9111.9,742100
78,^NSEI,2020-04-13,9103.95,9112.05,8912.4,8993.85,644000
79,^NSEI,2020-04-15,9196.4,9261.2,8874.1,8925.3,879100
80,^NSEI,2020-04-16,8851.25,9053.75,8821.9,8992.8,719400
81,^NSEI,2020-04-17,9323.45,9324.0,9091.35,9266.75,684200
82,^NSEI,2020-04-20,9390.2,9390.85,9230.8,9261.85,726400
83,^NSEI,2020-04-21,9016.95,9044.4,8909.4,8981.45,655100
84,^NSEI,2020-04-22,9026.75,9209.75,8946.25,9187.3,734400
85,^NSEI,2020-04-23,9232.35,9343.6,9170.15,9313.9,666700
86,^NSEI,2020-04-24,9163.9,9296.9,9141.3,9154.4,659400
87,^NSEI,2020-04-27,9259.7,9377.1,9250.35,9282.3,512800
88,^NSEI,2020-04-28,9389.8,9404.4,9260.0,9380.9,614500
89,^NSEI,2020-04-29,9408.6,9599.85,9392.35,9553.35,653000
90,^NSEI,2020-04-30,9753.5,9889.05,9731.5,9859.9,931200
91,^NSEI,2020-05-04,9533.5,9533.5,9266.95,9293.5,687500
92,^NSEI,2020-05-05,9429.4,9450.9,9190.75,9205.6,725200
93,^NSEI,2020-05-06,9226.8,9346.9,9116.5,9270.9,722200
94,^NSEI,2020-05-07,9234.05,9277.85,9175.9,9199.05,708700
95,^NSEI,2020-05-08,9376.95,9382.65,9238.2,9251.5,609100
96,^NSEI,2020-05-11,9348.15,9439.9,9219.95,9239.2,704600
97,^NSEI,2020-05-12,9168.85,9240.85,9043.95,9196.55,805500
98,^NSEI,2020-05-13,9584.2,9584.5,9351.1,9383.55,846400
99,^NSEI,2020-05-14,9213.95,9281.1,9119.75,9142.75,602600
100,^NSEI,2020-05-15,9182.4,9182.4,9050.0,9136.85,575900
101,^NSEI,2020-05-18,9158.3,9158.3,8806.75,8823.25,773000
102,^NSEI,2020-05-19,8961.7,9030.35,8855.3,8879.1,762200
103,^NSEI,2020-05-20,8889.15,9093.8,8875.35,9066.55,622300
104,^NSEI,2020-05-21,9079.45,9178.55,9056.1,9106.25,631500
105,^NSEI,2020-05-22,9067.9,9149.6,8968.55,9039.25,675800
106,^NSEI,2020-05-26,9099.75,9161.65,8996.65,9029.05,655000
107,^NSEI,2020-05-27,9082.2,9334.0,9004.25,9314.95,763500
108,^NSEI,2020-05-28,9364.95,9511.25,9336.5,9490.1,837900
109,^NSEI,2020-05-29,9422.2,9598.85,9376.9,9580.3,967000
110,^NSEI,2020-06-01,9726.85,9931.6,9706.95,9826.15,794200
111,^NSEI,2020-06-02,9880.85,9995.6,9824.05,9979.1,770200
112,^NSEI,2020-06-03,10108.3,10176.2,10035.55,10061.55,794700
113,^NSEI,2020-06-04,10054.25,10123.85,9944.25,10029.1,775100
114,^NSEI,2020-06-05,10093.8,10177.8,10040.75,10142.15,987100
115,^NSEI,2020-06-08,10326.75,10328.5,10120.25,10167.45,936500
116,^NSEI,2020-06-09,10181.15,10291.15,10021.45,10046.65,754200
117,^NSEI,2020-06-10,10072.6,10148.75,10036.85,10116.15,632400
118,^NSEI,2020-06-11,10094.1,10112.05,9885.05,9902.0,715500
119,^NSEI,2020-06-12,9544.95,9996.05,9544.35,9972.9,796300
120,^NSEI,2020-06-15,9919.35,9943.35,9726.35,9813.7,716100
121,^NSEI,2020-06-16,10014.8,10046.15,9728.5,9914.0,899900
122,^NSEI,2020-06-17,9876.7,10003.6,9833.8,9881.15,685400
123,^NSEI,2020-06-18,9863.25,10111.2,9845.05,10091.65,622900
124,^NSEI,2020-06-19,10119.0,10272.4,10072.65,10244.4,892100
125,^NSEI,2020-06-22,10318.75,10393.65,10277.6,10311.2,685400
126,^NSEI,2020-06-23,10347.95,10484.7,10301.75,10471.0,669200
127,^NSEI,2020-06-24,10529.25,10553.15,10281.95,10305.3,854800
128,^NSEI,2020-06-25,10235.55,10361.8,10194.5,10288.9,994200
129,^NSEI,2020-06-26,10378.9,10409.85,10311.25,10383.0,671900
130,^NSEI,2020-06-29,10311.95,10337.95,10223.6,10312.4,574500
131,^NSEI,2020-06-30,10382.6,10401.05,10267.35,10302.1,556200
132,^NSEI,2020-07-01,10323.8,10447.05,10299.6,10430.05,573600
133,^NSEI,2020-07-02,10493.05,10598.2,10485.55,10551.7,597400
134,^NSEI,2020-07-03,10614.95,10631.3,10562.65,10607.35,525200
135,^NSEI,2020-07-06,10723.85,10811.4,10695.1,10763.65,571200
136,^NSEI,2020-07-07,10802.85,10813.8,10689.7,10799.65,636800
137,^NSEI,2020-07-08,10818.65,10847.85,10676.55,10705.75,767900
138,^NSEI,2020-07-09,10755.55,10836.85,10733.0,10813.45,618700
139,^NSEI,2020-07-10,10764.1,10819.4,10713.0,10768.05,590700
140,^NSEI,2020-07-13,10851.85,10894.05,10756.05,10802.7,554100
141,^NSEI,2020-07-14,10750.85,10755.65,10562.9,10607.35,532400
142,^NSEI,2020-07-15,10701.0,10827.45,10577.75,10618.2,715900
143,^NSEI,2020-07-16,10706.2,10755.3,10595.2,10739.95,694400
144,^NSEI,2020-07-17,10752.0,10933.45,10749.65,10901.7,676900
145,^NSEI,2020-07-20,10999.45,11037.9,10953.0,11022.2,554300
146,^NSEI,2020-07-21,11126.1,11179.55,11113.25,11162.25,772000
147,^NSEI,2020-07-22,11231.2,11238.1,11056.55,11132.6,765100
148,^NSEI,2020-07-23,11135.0,11239.8,11103.15,11215.45,621600
149,^NSEI,2020-07-24,11149.95,11225.4,11090.3,11194.15,678900
150,^NSEI,2020-07-27,11225.0,11225.0,11087.85,11131.8,588100
151,^NSEI,2020-07-28,11154.1,11317.75,11151.4,11300.55,683900
152,^NSEI,2020-07-29,11276.9,11341.4,11149.75,11202.85,600700
153,^NSEI,2020-07-30,11254.3,11299.95,11084.95,11102.15,677800
154,^NSEI,2020-07-31,11139.5,11150.4,11026.65,11073.45,642600
155,^NSEI,2020-08-03,11057.55,11058.05,10882.25,10891.6,680900
156,^NSEI,2020-08-04,10946.65,11112.25,10908.1,11095.25,625700
157,^NSEI,2020-08-05,11155.75,11225.65,11064.05,11101.65,667600
158,^NSEI,2020-08-06,11185.7,11256.8,11127.3,11200.15,600400
159,^NSEI,2020-08-07,11186.65,11231.9,11142.05,11214.05,452600
160,^NSEI,2020-08-10,11270.25,11337.3,11238.0,11270.15,492000
161,^NSEI,2020-08-11,11322.25,11373.6,11299.15,11322.5,586100
162,^NSEI,2020-08-12,11289.0,11322.0,11242.65,11308.4,609900
163,^NSEI,2020-08-13,11334.85,11359.3,11269.95,11300.45,562400
164,^NSEI,2020-08-14,11353.3,11366.25,11111.45,11178.4,645100
165,^NSEI,2020-08-17,11248.9,11267.1,11144.5,11247.1,634000
166,^NSEI,2020-08-18,11259.8,11401.7,11253.15,11385.35,579200
167,^NSEI,2020-08-19,11452.15,11460.35,11394.1,11408.4,626200
168,^NSEI,2020-08-20,11317.45,11361.45,11289.8,11312.2,791600
169,^NSEI,2020-08-21,11409.65,11418.5,11362.2,11371.6,668700
170,^NSEI,2020-08-24,11412.0,11497.25,11410.65,11466.45,532900
171,^NSEI,2020-08-25,11513.1,11525.9,11423.35,11472.25,638200
172,^NSEI,2020-08-26,11512.85,11561.75,11461.85,11549.6,743400
173,^NSEI,2020-08-27,11609.3,11617.35,11540.6,11559.25,719800
174,^NSEI,2020-08-28,11602.95,11686.05,11589.4,11647.6,807000
175,^NSEI,2020-08-31,11777.55,11794.25,11325.85,11387.5,1371800
176,^NSEI,2020-09-01,11464.3,11553.55,11366.9,11470.25,783800
177,^NSEI,2020-09-02,11478.55,11554.75,11430.4,11535.0,593500
178,^NSEI,2020-09-03,11566.2,11584.95,11507.65,11527.45,607100
179,^NSEI,2020-09-04,11354.4,11452.05,11303.65,11333.85,681300
180,^NSEI,2020-09-07,11359.6,11381.15,11251.7,11355.05,560300
181,^NSEI,2020-09-08,11378.55,11437.25,11290.45,11317.35,572200
182,^NSEI,2020-09-09,11218.6,11298.15,11185.15,11278.0,728900
183,^NSEI,2020-09-10,11363.3,11464.05,11327.4,11449.25,679400
184,^NSEI,2020-09-11,11447.8,11493.5,11419.9,11464.45,554800
185,^NSEI,2020-09-14,11540.15,11568.9,11383.55,11440.05,642300
186,^NSEI,2020-09-15,11487.2,11535.95,11442.25,11521.8,506700
187,^NSEI,2020-09-16,11538.45,11618.1,11516.75,11604.55,527800
188,^NSEI,2020-09-17,11539.4,11587.2,11498.5,11516.1,0
189,^NSEI,2020-09-18,11584.1,11584.1,11446.1,11504.95,764200
190,^NSEI,2020-09-21,11503.8,11535.25,11218.5,11250.55,602900
191,^NSEI,2020-09-22,11301.75,11302.2,11084.65,11153.65,672200
192,^NSEI,2020-09-23,11258.75,11259.55,11024.4,11131.85,714900
193,^NSEI,2020-09-24,11011.0,11015.3,10790.2,10805.55,706100
194,^NSEI,2020-09-25,10910.4,11072.6,10854.85,11050.25,559600
195,^NSEI,2020-09-28,11140.85,11239.35,11099.85,11227.55,472800
196,^NSEI,2020-09-29,11288.6,11305.4,11181.0,11222.4,498300
197,^NSEI,2020-09-30,11244.45,11295.4,11184.55,11247.55,499300
198,^NSEI,2020-10-01,11364.45,11428.6,11347.05,11416.95,447700
199,^NSEI,2020-10-05,11487.8,11578.05,11452.3,11503.35,530600
200,^NSEI,2020-10-06,11603.45,11680.3,11564.3,11662.4,561400
201,^NSEI,2020-10-07,11679.25,11763.05,11629.35,11738.85,513400
202,^NSEI,2020-10-08,11835.4,11905.7,11791.15,11834.6,608800
203,^NSEI,2020-10-09,11852.05,11938.6,11805.2,11914.2,611100
204,^NSEI,2020-10-12,11973.55,12022.05,11867.2,11930.95,522600
205,^NSEI,2020-10-13,11934.65,11988.2,11888.9,11934.5,458300
206,^NSEI,2020-10-14,11917.4,11997.2,11822.15,11971.05,569200
207,^NSEI,2020-10-15,12023.45,12025.45,11661.3,11680.35,608900
208,^NSEI,2020-10-16,11727.4,11789.75,11667.85,11762.45,555800
209,^NSEI,2020-10-19,11879.2,11898.25,11820.4,11873.05,541400
210,^NSEI,2020-10-20,11861.0,11949.25,11837.25,11896.8,453600
211,^NSEI,2020-10-21,11958.55,12018.65,11775.75,11937.65,623700
212,^NSEI,2020-10-22,11890.0,11939.55,11823.45,11896.45,544900
213,^NSEI,2020-10-23,11957.9,11974.55,11908.75,11930.35,502300
214,^NSEI,2020-10-26,11937.4,11942.85,11711.7,11767.75,519800
215,^NSEI,2020-10-27,11807.1,11899.05,11723.0,11889.4,616300
216,^NSEI,2020-10-28,11922.6,11929.4,11684.85,11729.6,704000
217,^NSEI,2020-10-29,11633.3,11744.15,11606.45,11670.8,555000
218,^NSEI,2020-10-30,11678.45,11748.95,11535.45,11642.4,553700
219,^NSEI,2020-11-02,11697.35,11725.65,11557.4,11669.15,568400
220,^NSEI,2020-11-03,11734.45,11836.2,11723.3,11813.5,674300
221,^NSEI,2020-11-04,11783.35,11929.65,11756.4,11908.5,667300
222,^NSEI,2020-11-05,12062.4,12131.1,12027.6,12120.3,632500
223,^NSEI,2020-11-06,12156.65,12280.4,12131.85,12263.55,576800
224,^NSEI,2020-11-09,12399.4,12474.05,12367.35,12461.05,553400
225,^NSEI,2020-11-10,12556.4,12643.9,12475.25,12631.1,847500
226,^NSEI,2020-11-11,12680.6,12769.75,12571.1,12749.15,880500
227,^NSEI,2020-11-12,12702.15,12741.15,12624.85,12690.8,622000
228,^NSEI,2020-11-13,12659.7,12735.95,12607.7,12719.95,513900
229,^NSEI,2020-11-17,12932.5,12934.05,12797.1,12874.2,707700
230,^NSEI,2020-11-18,12860.1,12948.85,12819.35,12938.25,731300
231,^NSEI,2020-11-19,12839.5,12963.0,12745.75,12771.7,768800
232,^NSEI,2020-11-20,12813.4,12892.45,12730.25,12859.05,664000
233,^NSEI,2020-11-23,12960.3,12968.85,12825.7,12926.45,633100
234,^NSEI,2020-11-24,13002.6,13079.1,12978.0,13055.15,571900
235,^NSEI,2020-11-25,13130.0,13145.85,12833.65,12858.4,679000
236,^NSEI,2020-11-26,12906.45,13018.0,12790.4,12987.0,549800
237,^NSEI,2020-11-27,13012.05,13035.3,12914.3,12968.95,1162400
238,^NSEI,2020-12-01,13062.2,13128.4,12962.8,13109.05,583600
239,^NSEI,2020-12-02,13121.4,13128.5,12983.55,13113.75,717700
240,^NSEI,2020-12-03,13215.3,13216.6,13107.9,13133.9,713700
241,^NSEI,2020-12-04,13177.4,13280.05,13152.85,13258.55,640500
242,^NSEI,2020-12-07,13264.85,13366.65,13241.95,13355.75,591700
243,^NSEI,2020-12-08,13393.85,13435.45,13311.05,13392.95,543200
244,^NSEI,2020-12-09,13458.1,13548.9,13449.6,13529.1,502600
245,^NSEI,2020-12-10,13488.5,13503.55,13399.3,13478.3,553400
246,^NSEI,2020-12-11,13512.3,13579.35,13402.85,13513.85,787700
247,^NSEI,2020-12-14,13571.45,13597.5,13472.45,13558.15,558400
248,^NSEI,2020-12-15,13547.2,13589.65,13447.05,13567.85,497600
249,^NSEI,2020-12-16,13663.1,13692.35,13606.45,13682.7,462200
250,^NSEI,2020-12-17,13713.55,13773.25,13673.55,13740.7,416000
251,^NSEI,2020-12-18,13764.4,13772.85,13658.6,13760.55,519400
252,^NSEI,2020-12-21,13741.9,13777.5,13131.45,13328.4,687300
253,^NSEI,2020-12-22,13373.65,13492.05,13192.9,13466.3,696200
254,^NSEI,2020-12-23,13473.5,13619.45,13432.2,13601.1,458700
255,^NSEI,2020-12-24,13672.15,13771.75,13626.9,13749.25,471400
256,^NSEI,2020-12-28,13815.15,13885.3,13811.55,13873.2,403600
257,^NSEI,2020-12-29,13910.35,13967.6,13859.9,13932.6,439600
258,^NSEI,2020-12-30,13980.9,13997.0,13864.95,13981.95,380700
259,^NSEI,2020-12-31,13970.0,14024.85,13936.45,13981.75,452400
260,^NSEI,2021-01-01,13996.1,14049.85,13991.35,14018.5,358100
261,^NSEI,2021-01-04,14104.35,14147.95,13953.75,14132.9,495000
262,^NSEI,2021-01-05,14075.15,14215.6,14048.15,14199.5,492500
263,^NSEI,2021-01-06,14240.95,14244.15,14039.9,14146.25,632300
264,^NSEI,2021-01-07,14253.75,14256.25,14123.1,14137.35,559200
265,^NSEI,2021-01-08,14258.4,14367.3,14221.65,14347.25,613500
266,^NSEI,2021-01-11,14474.05,14498.2,14383.1,14484.75,672900
267,^NSEI,2021-01-12,14473.8,14590.65,14432.85,14563.45,929600
268,^NSEI,2021-01-13,14639.8,14653.35,14435.7,14564.85,874000
269,^NSEI,2021-01-14,14550.05,14617.8,14471.5,14595.6,620200
270,^NSEI,2021-01-15,14594.35,14617.45,14357.85,14433.7,789600
271,^NSEI,2021-01-18,14453.3,14459.15,14222.8,14281.3,762000
272,^NSEI,2021-01-19,14371.65,14546.05,14350.85,14521.15,546100
273,^NSEI,2021-01-20,14538.3,14666.45,14517.55,14644.7,623100
274,^NSEI,2021-01-21,14730.95,14753.55,14517.25,14590.35,704600
275,^NSEI,2021-01-22,14583.4,14619.9,14357.75,14371.9,776800
276,^NSEI,2021-01-25,14477.8,14491.1,14218.6,14238.9,618600
277,^NSEI,2021-01-27,14237.95,14237.95,13929.3,13967.5,660700
278,^NSEI,2021-01-28,13810.4,13898.25,13713.25,13817.55,637900
279,^NSEI,2021-01-29,13946.6,13966.85,13596.75,13634.6,753200
280,^NSEI,2021-02-01,13758.6,14336.35,13661.75,14281.2,870500
281,^NSEI,2021-02-02,14481.1,14731.7,14469.15,14647.85,915000
282,^NSEI,2021-02-03,14754.9,14868.85,14574.15,14789.95,869500
283,^NSEI,2021-02-04,14789.05,14913.7,14714.75,14895.65,884700
284,^NSEI,2021-02-05,14952.6,15014.65,14864.75,14924.25,935600
285,^NSEI,2021-02-08,15064.3,15159.9,15041.05,15115.8,671200
286,^NSEI,2021-02-09,15164.15,15257.1,15064.3,15109.3,713300
287,^NSEI,2021-02-10,15119.05,15168.25,14977.2,15106.5,624800
288,^NSEI,2021-02-11,15073.25,15188.5,15065.4,15173.3,500100
289,^NSEI,2021-02-12,15186.2,15243.5,15081.0,15163.3,571800
290,^NSEI,2021-02-15,15270.3,15340.15,15243.4,15314.7,456000
291,^NSEI,2021-02-16,15371.45,15431.75,15242.2,15313.45,648500
292,^NSEI,2021-02-17,15279.9,15314.3,15170.75,15208.9,504800
293,^NSEI,2021-02-18,15238.7,15250.75,15078.05,15118.95,770600
294,^NSEI,2021-02-19,15074.8,15144.05,14898.2,14981.75,712200
295,^NSEI,2021-02-22,14999.05,15010.1,14635.05,14675.7,609900
296,^NSEI,2021-02-23,14782.25,14854.5,14651.85,14707.8,744100
297,^NSEI,2021-02-24,14729.15,15008.8,14504.5,14982.0,403800
298,^NSEI,2021-02-25,15079.85,15176.5,15065.35,15097.35,803900
299,^NSEI,2021-02-26,14888.6,14919.45,14467.75,14529.15,1103600
300,^NSEI,2021-03-01,14702.5,14806.8,14638.55,14761.55,507300
301,^NSEI,2021-03-02,14865.3,14959.1,14760.8,14919.1,621700
302,^NSEI,2021-03-03,15064.4,15273.15,14995.8,15245.6,544200
303,^NSEI,2021-03-04,15026.75,15202.35,14980.2,15080.75,534900
304,^NSEI,2021-03-05,14977.95,15092.35,14862.1,14938.1,640700
305,^NSEI,2021-03-08,15002.45,15111.15,14919.9,14956.2,0
306,^NSEI,2021-03-09,15049.9,15126.85,14925.45,15098.4,675300
307,^NSEI,2021-03-10,15202.15,15218.45,15100.85,15174.8,404600
308,^NSEI,2021-03-12,15321.15,15336.3,14953.6,15030.95,493200
309,^NSEI,2021-03-15,15048.4,15048.4,14745.85,14929.5,467500
310,^NSEI,2021-03-16,14996.1,15051.6,14890.65,14910.45,100
311,^NSEI,2021-03-17,14946.55,14956.55,14696.05,14721.3,100
312,^NSEI,2021-03-18,14855.5,14875.2,14478.6,14557.85,542200
313,^NSEI,2021-03-19,14471.15,14788.25,14350.1,14744.0,919200
314,^NSEI,2021-03-22,14736.3,14763.9,14597.85,14736.4,459000
315,^NSEI,2021-03-23,14768.55,14878.6,14707.0,14814.75,474200
316,^NSEI,2021-03-24,14712.45,14752.35,14535.0,14549.4,456400
317,^NSEI,2021-03-25,14570.9,14575.6,14264.4,14324.9,606800
318,^NSEI,2021-03-26,14506.3,14572.9,14414.25,14507.3,481000
319,^NSEI,2021-03-30,14628.5,14876.3,14617.6,14845.1,594500
320,^NSEI,2021-03-31,14811.85,14813.75,14670.25,14690.7,463900
321,^NSEI,2021-04-01,14798.4,14883.2,14692.45,14867.35,445000
322,^NSEI,2021-04-05,14837.7,14849.85,14459.5,14637.8,509700
323,^NSEI,2021-04-06,14737.0,14779.1,14573.9,14683.5,475300
324,^NSEI,2021-04-07,14716.45,14879.8,14649.85,14819.05,0
325,^NSEI,2021-04-08,14875.65,14984.15,14821.1,14873.8,514800
326,^NSEI,2021-04-09,14882.65,14918.45,14785.65,14834.85,504100
327,^NSEI,2021-04-12,14644.65,14652.5,14248.7,14310.8,650200
328,^NSEI,2021-04-13,14364.9,14528.9,14274.9,14504.8,605100
329,^NSEI,2021-04-15,14522.4,14597.55,14353.2,14581.45,568000
330,^NSEI,2021-04-16,14599.6,14697.7,14559.0,14617.85,577200
331,^NSEI,2021-04-19,14306.6,14382.3,14191.4,14359.45,512300
332,^NSEI,2021-04-20,14526.7,14526.95,14207.3,14296.4,467400
333,^NSEI,2021-04-22,14219.15,14424.75,14151.4,14406.15,524600
334,^NSEI,2021-04-23,14326.35,14461.15,14273.3,14341.35,498100
335,^NSEI,2021-04-26,14449.45,14557.5,14421.3,14485.0,452700
336,^NSEI,2021-04-27,14493.8,14667.55,14484.85,14653.05,451800
337,^NSEI,2021-04-28,14710.5,14890.25,14694.95,14864.55,457000
338,^NSEI,2021-04-29,14979.0,15044.35,14814.45,14894.9,517500
339,^NSEI,2021-04-30,14747.35,14855.45,14601.7,14631.1,613900
340,^NSEI,2021-05-03,14481.05,14673.85,14416.25,14634.15,448900
341,^NSEI,2021-05-04,14687.25,14723.4,14461.5,14496.5,503400
342,^NSEI,2021-05-05,14604.15,14637.9,14506.6,14617.85,455900
343,^NSEI,2021-05-06,14668.35,14743.9,14611.5,14724.8,467800
344,^NSEI,2021-05-07,14816.85,14863.05,14765.5,14823.15,488000
345,^NSEI,2021-05-10,14928.25,14966.9,14892.5,14942.35,522000
346,^NSEI,2021-05-11,14789.7,14900.0,14771.4,14850.75,647400
347,^NSEI,2021-05-12,14823.55,14824.05,14649.7,14696.5,643800
348,^NSEI,2021-05-14,14749.4,14749.65,14591.9,14677.8,620700
349,^NSEI,2021-05-17,14756.25,14938.0,14725.35,14923.15,546400
350,^NSEI,2021-05-18,15067.2,15137.25,15043.7,15108.1,583900
351,^NSEI,2021-05-19,15058.6,15133.4,15008.85,15030.15,569100
352,^NSEI,2021-05-20,15042.6,15069.8,14884.9,14906.05,480300
353,^NSEI,2021-05-21,14987.8,15190.0,14985.85,15175.3,572900
354,^NSEI,2021-05-24,15211.35,15256.25,15145.45,15197.7,579800
355,^NSEI,2021-05-25,15291.75,15293.85,15163.4,15208.45,441500
356,^NSEI,2021-05-26,15257.05,15319.9,15194.95,15301.45,384000
357,^NSEI,2021-05-27,15323.95,15384.55,15272.5,15337.85,0
358,^NSEI,2021-05-28,15421.2,15469.65,15394.75,15435.65,468100
359,^NSEI,2021-05-31,15437.75,15606.35,15374.0,15582.8,436000
360,^NSEI,2021-06-01,15629.65,15660.75,15528.3,15574.85,409600
361,^NSEI,2021-06-02,15520.35,15597.45,15459.85,15576.2,428600
362,^NSEI,2021-06-03,15655.55,15705.1,15611.0,15690.35,410200
363,^NSEI,2021-06-04,15712.5,15733.6,15622.35,15670.25,414200
364,^NSEI,2021-06-07,15725.1,15773.45,15678.1,15751.65,394000
365,^NSEI,2021-06-08,15773.9,15778.8,15680.0,15740.1,378200
366,^NSEI,2021-06-09,15766.3,15800.45,15566.9,15635.35,457900
