,date,portfolio_value,total_buy_cost,total_sell_value,net_flow,balance,asset_valuation
167,2023-09-11,788483.6,26015.694,122979.344,96963.65,543405.1719999996,1331888.7719999994
168,2023-09-12,659072.58,25059.811,29095.373,4035.561999999998,547440.7339999995,1206513.3139999993
169,2023-09-13,850864.44,209369.316,0.0,-209369.316,338071.4179999996,1188935.8579999995
170,2023-09-14,961994.48,97759.425,0.0,-97759.425,240311.99299999955,1202306.4729999995
171,2023-09-15,1016483.61,43023.086,19729.745,-23293.341000000004,217018.65199999954,1233502.2619999996
172,2023-09-18,1019068.88,24751.444,63497.987,38746.543000000005,255765.1949999996,1274834.0749999997
173,2023-09-20,944434.13,0.0,26434.442,26434.442,282199.63699999964,1226633.7669999995
174,2023-09-21,910516.51,0.0,0.0,0.0,282199.63699999964,1192716.1469999996
175,2023-09-22,949760.34,37360.221,16853.289,-20506.931999999997,261692.7049999996,1211453.0449999995
176,2023-09-25,976920.17,43290.323,21208.151,-22082.171999999995,239610.5329999996,1216530.7029999997
177,2023-09-26,968856.34,14201.731,10536.765,-3664.9660000000003,235945.56699999957,1204801.9069999997
178,2023-09-27,962555.49,0.0,4120.101,4120.101,240065.6679999996,1202621.1579999996
179,2023-09-28,949555.97,0.0,0.0,0.0,240065.6679999996,1189621.6379999996
180,2023-09-29,955776.37,0.0,0.0,0.0,240065.6679999996,1195842.0379999997
181,2023-10-03,957049.17,0.0,0.0,0.0,240065.6679999996,1197114.8379999995
182,2023-10-04,947247.28,0.0,8502.71,8502.71,248568.37799999956,1195815.6579999996
183,2023-10-05,945156.02,0.0,0.0,0.0,248568.37799999956,1193724.3979999996
184,2023-10-06,980985.86,33334.094,40877.14,7543.046000000002,256111.42399999953,1237097.2839999995
185,2023-10-09,928055.41,0.0,38285.941,38285.941,294397.3649999995,1222452.7749999994
186,2023-10-10,971652.47,67212.727,28501.95,-38710.777,255686.58799999952,1227339.0579999995
187,2023-10-11,949387.85,0.0,53405.343,53405.343,309091.9309999995,1258479.7809999995
188,2023-10-12,982306.75,77495.945,0.0,-77495.945,231595.98599999957,1213902.7359999996
189,2023-10-13,981315.9,0.0,15500.962,15500.962,247096.94799999963,1228412.8479999998
190,2023-10-16,971742.66,0.0,44940.915,44940.915,292037.86299999966,1263780.5229999996
191,2023-10-17,937544.05,0.0,87985.658,87985.658,380023.5209999997,1317567.5709999998
192,2023-10-18,892148.7,47639.358,66512.631,18873.272999999994,398896.79399999976,1291045.4939999997
193,2023-10-19,933870.22,108502.935,27320.491,-81182.44399999999,317714.34999999974,1251584.5699999998
194,2023-10-20,967191.9,62226.314,53601.188,-8625.125999999997,309089.2239999997,1276281.1239999998
195,2023-10-23,948048.26,65405.932,0.0,-65405.932,243683.29199999967,1191731.5519999997
196,2023-10-25,970101.17,33080.036,52357.301,19277.265,262960.5569999997,1233061.7269999997
197,2023-10-26,986734.75,75624.776,104317.454,28692.678,291653.23499999964,1278387.9849999996
198,2023-10-27,973161.93,75699.317,131054.153,55354.83600000001,347008.07099999965,1320170.0009999997
199,2023-10-30,920790.28,74042.995,4568.475,-69474.51999999999,277533.5509999996,1198323.8309999998
200,2023-10-31,944564.92,29326.261,0.0,-29326.261,248207.28999999957,1192772.2099999995
201,2023-11-01,940264.12,0.0,0.0,0.0,248207.28999999957,1188471.4099999997
202,2023-11-02,947050.68,0.0,29434.435,29434.435,277641.7249999996,1224692.4049999998
203,2023-11-03,982971.36,54862.192,11263.741,-43598.451,234043.27399999963,1217014.6339999996
204,2023-11-06,974789.25,0.0,0.0,0.0,234043.27399999963,1208832.5239999997
205,2023-11-07,975297.44,0.0,11640.779,11640.779,245684.0529999996,1220981.4929999996
206,2023-11-08,978403.3,0.0,34130.937,34130.937,279814.98999999964,1258218.2899999996
207,2023-11-09,944000.48,0.0,48589.456,48589.456,328404.44599999965,1272404.9259999995
208,2023-11-10,922874.68,20921.856,17074.735,-3847.120999999999,324557.3249999996,1247432.0049999997
209,2023-11-13,941198.0,24558.963,10705.868,-13853.095,310704.22999999963,1251902.2299999995
210,2023-11-15,954591.87,9643.438,14760.588,5117.15,315821.37999999966,1270413.2499999995
211,2023-11-16,961919.75,11413.1,53562.237,42149.137,357970.51699999964,1319890.2669999995
212,2023-11-17,908214.23,0.0,31017.219,31017.219,388987.7359999997,1297201.9659999995
213,2023-11-20,873867.31,0.0,19699.886,19699.886,408687.62199999974,1282554.9319999998
214,2023-11-21,852808.18,0.0,23835.307,23835.307,432522.92899999977,1285331.1089999997
215,2023-11-22,824778.14,0.0,25399.699,25399.699,457922.6279999998,1282700.7679999997
216,2023-11-23,841281.88,35142.288,6446.583,-28695.705,429226.92299999984,1270508.8029999998
217,2023-11-24,842899.36,0.0,8313.813,8313.813,437540.7359999998,1280440.096
218,2023-11-28,922336.88,79901.889,0.0,-79901.889,357638.84699999983,1279975.727
219,2023-11-29,923436.12,0.0,3317.775,3317.775,360956.62199999986,1284392.7419999999
220,2023-11-30,976847.89,51544.381,21263.86,-30280.521,330676.1009999999,1307523.991
221,2023-12-01,962299.87,0.0,192009.931,192009.931,522686.0319999999,1484985.9019999998
222,2023-12-04,843156.71,68158.439,25704.374,-42454.065,480231.9669999999,1323388.677
223,2023-12-05,817633.0,0.0,36965.332,36965.332,517197.2989999999,1334830.2989999999
224,2023-12-06,798146.07,16925.358,22359.446,5434.088,522631.3869999999,1320777.457
225,2023-12-07,811944.75,30987.614,9135.051,-21852.563000000002,500778.82399999985,1312723.5739999998
226,2023-12-08,828306.69,28202.504,23571.61,-4630.894,496147.9299999998,1324454.6199999996
227,2023-12-11,875651.35,63182.237,67279.038,4096.8009999999995,500244.7309999998,1375896.0809999998
228,2023-12-12,804864.82,0.0,9924.686,9924.686,510169.4169999998,1315034.2369999997
229,2023-12-13,888404.5,90891.387,3387.229,-87504.158,422665.25899999985,1311069.7589999998
230,2023-12-14,961993.9,71116.434,23593.262,-47523.17199999999,375142.0869999998,1337135.9869999997
231,2023-12-15,973284.0,27478.45,8646.176,-18832.274,356309.81299999985,1329593.8129999998
232,2023-12-18,1020123.78,42875.748,69999.252,27123.503999999994,383433.3169999998,1403557.0969999998
233,2023-12-19,951785.61,0.0,100790.946,100790.946,484224.2629999998,1436009.8729999997
234,2023-12-20,966143.16,146048.328,3094.482,-142953.84600000002,341270.4169999998,1307413.5769999998
235,2023-12-21,1070146.42,94120.159,13051.481,-81068.678,260201.73899999983,1330348.1589999998
236,2023-12-22,1104500.14,39331.35,0.0,-39331.35,220870.38899999985,1325370.5289999996
237,2023-12-26,1110966.89,0.0,1447.333,1447.333,222317.72199999983,1333284.6119999997
238,2023-12-27,1139097.09,26712.021,63506.924,36794.903,259112.62499999988,1398209.7149999999
239,2023-12-28,1075203.21,0.0,22446.688,22446.688,281559.31299999985,1356762.5229999998
240,2023-12-29,1120358.39,60114.573,0.0,-60114.573,221444.73999999987,1341803.13
241,2024-01-01,1131430.63,0.0,0.0,0.0,221444.73999999987,1352875.3699999996
242,2024-01-02,1133534.57,0.0,11102.567,11102.567,232547.3069999999,1366081.8769999999
243,2024-01-03,1124447.97,0.0,977.193,977.193,233524.49999999988,1357972.4699999997
244,2024-01-04,1139841.33,0.0,80127.075,80127.075,313651.57499999984,1453492.9049999998
245,2024-01-05,1067447.02,0.0,6181.756,6181.756,319833.3309999999,1387280.3509999998
246,2024-01-08,1056025.26,0.0,54384.579,54384.579,374217.9099999999,1430243.17
247,2024-01-09,1056790.73,54174.496,21715.5,-32458.996,341758.9139999999,1398549.6439999999
248,2024-01-10,1075399.39,34863.654,28188.115,-6675.539000000001,335083.3749999999,1410482.7649999997
249,2024-01-11,1104819.32,52060.157,25016.829,-27043.327999999998,308040.0469999999,1412859.367
250,2024-01-12,1083198.91,0.0,103750.07,103750.07,411790.11699999985,1494989.0269999998
251,2024-01-15,1027307.51,49906.421,66766.389,16859.967999999993,428650.08499999985,1455957.5949999997
252,2024-01-16,942109.38,0.0,0.0,0.0,428650.08499999985,1370759.4649999999
253,2024-01-17,1017080.08,85947.232,0.0,-85947.232,342702.8529999999,1359782.9329999997
254,2024-01-18,1015151.03,99934.602,5769.614,-94164.988,248537.86499999987,1263688.895
255,2024-01-19,1150884.99,33050.954,21102.401,-11948.552999999996,236589.31199999992,1387474.302
256,2024-01-23,1089058.94,0.0,0.0,0.0,236589.31199999992,1325648.2519999999
257,2024-01-24,1175036.96,65702.07,115108.925,49406.854999999996,285996.1669999999,1461033.1269999999
258,2024-01-25,1110937.98,59823.626,6149.63,-53673.996,232322.17099999986,1343260.1509999998
259,2024-01-29,1115952.89,0.0,0.0,0.0,232322.17099999986,1348275.0609999998
260,2024-01-30,1134205.98,14785.749,56727.655,41941.906,274264.0769999998,1408470.0569999998
261,2024-01-31,1122476.26,24784.657,13051.404,-11733.252999999999,262530.8239999998,1385007.0839999998
262,2024-02-01,1108440.38,0.0,25210.32,25210.32,287741.14399999974,1396181.5239999997
263,2024-02-02,1133469.56,52346.432,0.0,-52346.432,235394.7119999997,1368864.2719999999
264,2024-02-05,1132980.95,11041.543,51087.823,40046.28,275440.99199999974,1408421.9419999998
265,2024-02-06,1124018.29,33209.651,106006.281,72796.63,348237.62199999974,1472255.9119999998
266,2024-02-07,1049421.04,16331.333,154013.332,137681.99899999998,485919.6209999997,1535340.6609999998
267,2024-02-08,924176.72,40290.959,26258.812,-14032.147,471887.4739999997,1396064.1939999997
268,2024-02-09,972878.64,83608.76,48887.141,-34721.61899999999,437165.85499999975,1410044.4949999996
269,2024-02-12,1017378.01,126035.91,0.0,-126035.91,311129.9449999997,1328507.9549999996
270,2024-02-13,1124246.39,100083.194,77048.425,-23034.769,288095.17599999974,1412341.5659999996
271,2024-02-14,1110346.56,46415.919,2809.74,-43606.179000000004,244488.99699999974,1354835.5569999998
272,2024-02-15,1117228.91,0.0,1791.314,1791.314,246280.31099999975,1363509.2209999997
273,2024-02-16,1145625.29,20437.374,21298.735,861.3610000000008,247141.6719999998,1392766.9619999998
274,2024-02-19,1130050.6,0.0,93516.441,93516.441,340658.1129999998,1470708.713
275,2024-02-20,1035105.82,0.0,0.0,0.0,340658.1129999998,1375763.9329999997
276,2024-02-21,1058166.27,29555.939,28402.716,-1153.2229999999981,339504.8899999998,1397671.1599999997
277,2024-02-22,1128824.12,93593.08,19982.519,-73610.561,265894.3289999998,1394718.449
278,2024-02-23,1107437.64,0.0,79766.397,79766.397,345660.7259999998,1453098.3659999997
279,2024-02-26,1025454.28,0.0,27179.031,27179.031,372839.75699999975,1398294.0369999998
280,2024-02-27,991856.04,0.0,24056.018,24056.018,396895.7749999998,1388751.815
281,2024-02-28,965515.5,19694.366,2936.571,-16757.795000000002,380137.97999999975,1345653.4799999997
282,2024-02-29,1070270.67,108324.64,15788.242,-92536.398,287601.5819999997,1357872.2519999996
283,2024-03-01,1120100.14,54271.756,17195.798,-37075.958,250525.62399999972,1370625.7639999995
284,2024-03-04,1141781.2,37672.289,18179.601,-19492.688,231032.93599999975,1372814.1359999997
285,2024-03-05,1115388.52,0.0,2479.29,2479.29,233512.2259999998,1348900.7459999998
286,2024-03-06,1089173.47,0.0,13912.142,13912.142,247424.36799999978,1336597.8379999998
287,2024-03-07,1134442.67,49591.609,50997.382,1405.773000000001,248830.14099999983,1383272.8109999998
288,2024-03-11,1062675.78,0.0,7966.68,7966.68,256796.82099999988,1319472.6009999998
289,2024-03-12,1081972.93,54319.064,50505.808,-3813.256000000001,252983.56499999983,1334956.4949999996
290,2024-03-13,1002867.87,31490.699,28170.383,-3320.315999999999,249663.24899999984,1252531.119
291,2024-03-14,1070327.02,50323.358,313294.921,262971.56299999997,512634.8119999998,1582961.832
292,2024-03-15,884679.25,145767.004,18390.155,-127376.84899999999,385257.96299999976,1269937.2129999998
293,2024-03-18,995662.68,125435.457,0.0,-125435.457,259822.50599999982,1255485.1859999998
