date,Buy,Sell,daily_pnl,cumulative_pnl,balance,daily_return
2023-03-01,10455.82546008,5995.7867314800005,-4460.038728599999,-704591.2271641796,295408.77283582045,-0.01487329977843288
2023-03-02,0.0,2871.82654875,2871.82654875,-701719.4006154295,298280.5993845705,0.009721534405297216
2023-03-03,29168.60191245,30592.464142770004,1423.8622303200027,-700295.5383851095,299704.4616148905,0.0047735663440995335
2023-03-06,0.0,6886.642838625,6886.642838625,-693408.8955464845,306591.1044535155,0.022978112509629778
2023-03-08,0.0,1501.1136237599999,1501.1136237599999,-691907.7819227246,308092.21807727544,0.004896142131832537
2023-03-09,0.0,13768.77960783,13768.77960783,-678139.0023148946,321860.9976851054,0.0446904491575848
2023-03-10,33118.860394619995,10730.53328544,-22388.327109179994,-700527.3294240746,299472.6705759254,-0.06955899369666341
2023-03-13,0.0,1026.994752225,1026.994752225,-699500.3346718496,300499.6653281504,0.0034293438204227034
2023-03-14,14597.801182964999,16373.46123891,1775.6600559450017,-697724.6746159046,302275.3253840954,0.005909025069981366
2023-03-15,20013.024551519997,15267.50437284,-4745.520178679997,-702470.1947945845,297529.80520541547,-0.01569933031301818
2023-03-16,14860.955454344998,16766.949052215,1905.9935978700032,-700564.2011967145,299435.79880328546,0.0064060593746366745
2023-03-17,31677.520905029996,52602.728281335,20925.207376305007,-679638.9938204095,320361.0061795905,0.06988211650021126
2023-03-21,30179.04581191499,11581.7795271,-18597.266284814992,-698236.2601052246,301763.73989477544,-0.058050967271558784
2023-03-22,19356.480883739994,5618.18324295,-13738.297640789995,-711974.5577460146,288025.44225398544,-0.045526668133091586
2023-03-23,0.0,5864.83383546,5864.83383546,-706109.7239105545,293890.27608944545,0.02036220755209639
2023-03-24,58417.91475019499,102268.98026838002,43851.06551818503,-662258.6583923695,337741.3416076305,0.14920897044187664
2023-03-27,81822.16020478499,45861.301066725,-35960.85913805999,-698219.5175304295,301780.4824695705,-0.10647455525251448
2023-03-28,50285.60049512999,66836.21157531001,16550.611080180017,-681668.9064502495,318331.0935497505,0.05484321234011169
2023-03-29,39026.21109387,26640.599608124998,-12385.611485745001,-694054.5179359945,305945.48206400545,-0.03890795381510337
2023-03-31,17955.06120408,3147.8516723249995,-14807.209531755001,-708861.7274677495,291138.2725322505,-0.0483981964102258
2023-04-03,0.0,4693.4254863900005,4693.4254863900005,-704168.3019813595,295831.6980186405,0.016120949834481424
2023-04-05,13370.933025449998,46255.347615735,32884.414590285,-671283.8873910744,328716.11260892556,0.1111591989990639
2023-04-06,24482.741313029997,5872.764307050001,-18609.977005979996,-689893.8643970544,310106.1356029456,-0.056614130832461806
2023-04-10,0.0,33155.427269114996,33155.427269114996,-656738.4371279394,343261.5628720606,0.10691638591622898
2023-04-12,0.0,26159.552082180002,26159.552082180002,-630578.8850457594,369421.1149542406,0.07620880084360082
2023-04-13,0.0,11875.136061915,11875.136061915,-618703.7489838444,381296.2510161556,0.032145255323009714
2023-04-17,0.0,3569.7646120500003,3569.7646120500003,-615133.9843717944,384866.0156282056,0.009362181250239354
2023-04-18,50074.564309769994,65685.6970515,15611.132741730005,-599522.8516300644,400477.1483699356,0.04056251294687163
2023-04-19,0.0,5132.9491128,5132.9491128,-594389.9025172645,405610.0974827355,0.012817083655565886
2023-04-20,53310.84307048499,0.0,-53310.84307048499,-647700.7455877494,352299.2544122506,-0.13143371775342472
2023-04-24,0.0,2807.9445446999994,2807.9445446999994,-644892.8010430494,355107.19895695057,0.007970339163460682
2023-04-25,0.0,12435.602304645001,12435.602304645001,-632457.1987384044,367542.80126159557,0.035019290910383916
2023-04-26,58434.88016866499,4092.9853675500003,-54341.89480111499,-686799.0935395195,313200.90646048053,-0.14785188177971587
2023-04-27,10753.41131865,22557.3745455,11803.963226849999,-674995.1303126694,325004.86968733056,0.03768815154543437
2023-04-28,0.0,7643.472076800001,7643.472076800001,-667351.6582358695,332648.3417641305,0.02351802323501584
2023-05-02,96284.77885025999,0.0,-96284.77885025999,-763636.4370861294,236363.56291387056,-0.28944914722747117
2023-05-03,0.0,62654.711486085005,62654.711486085005,-700981.7256000445,299018.2743999555,0.26507770789068696
2023-05-04,31212.974898104996,26580.221541629995,-4632.753356475001,-705614.4789565195,294385.5210434805,-0.01549321146264937
2023-05-05,0.0,18438.365322855,18438.365322855,-687176.1136336646,312823.88636633544,0.0626333973814277
2023-05-08,35163.363575339994,9939.373322355,-25223.990252984993,-712400.1038866496,287599.8961133504,-0.08063319763071497
2023-05-09,13497.94331886,35665.86363479999,22167.92031593999,-690232.1835707095,309767.81642929045,0.07707902755014606
2023-05-10,47559.305819024994,65443.76597475,17884.460155725006,-672347.7234149845,327652.27658501547,0.05773504930847917
2023-05-11,55105.36171139999,21520.278884295003,-33585.08282710499,-705932.8062420895,294067.1937579105,-0.10250221111584645
2023-05-12,12375.952293705,30394.035864674996,18018.083570969997,-687914.7226711195,312085.2773288805,0.0612719948142304
2023-05-15,57367.09035056998,35749.72759689,-21617.362753679983,-709532.0854247995,290467.9145752005,-0.06926748656233228
2023-05-16,0.0,9093.9989979,9093.9989979,-700438.0864268994,299561.9135731006,0.03130810165797393
2023-05-17,0.0,8352.42956964,8352.42956964,-692085.6568572595,307914.34314274054,0.027882147867244633
2023-05-18,27415.89591741,0.0,-27415.89591741,-719501.5527746695,280498.4472253305,-0.08903741098121165
2023-05-19,31794.385998375,52133.596043175,20339.2100448,-699162.3427298695,300837.65727013047,0.07251095414607067
2023-05-22,12773.437827149997,0.0,-12773.437827149997,-711935.7805570195,288064.2194429805,-0.042459570863099594
2023-05-24,38984.518628055,38587.17614805,-397.3424800049979,-712333.1230370245,287666.8769629755,-0.001379353814831008
2023-05-25,11986.699094369998,32743.402051769997,20756.702957399997,-691576.4200796245,308423.5799203755,0.07215534571285209
2023-05-26,16344.488159999999,5648.068278,-10696.419881999998,-702272.8399616245,297727.1600383755,-0.03468094068800254
2023-05-29,0.0,2204.3548386,2204.3548386,-700068.4851230244,299931.51487697556,0.007403942718279044
2023-05-30,44606.101174635,43016.913391635,-1589.1877830000012,-701657.6729060244,298342.3270939756,-0.00529850217191008
2023-05-31,21773.8226706,6699.817845629999,-15074.00482497,-716731.6777309944,283268.3222690056,-0.05052586728741926
2023-06-02,0.0,4668.1934337,4668.1934337,-712063.4842972944,287936.5157027056,0.016479758118759458
2023-06-05,30615.529774829996,28406.676053835,-2208.8537209949973,-714272.3380182894,285727.6619817106,-0.007671321977361312
2023-06-06,0.0,45851.109078915004,45851.109078915004,-668421.2289393744,331578.77106062556,0.16047136899839232
2023-06-07,53682.199455885,38900.931129000004,-14781.268326884994,-683202.4972662594,316797.5027337406,-0.04457845199077104
2023-06-08,12654.870182954997,89169.697938105,76514.82775515,-606687.6695111094,393312.33048889064,0.24152598140730475
2023-06-09,57382.293128159996,46875.549373155,-10506.743755004994,-617194.4132661143,382805.5867338857,-0.026713486815795884
2023-06-12,55264.710455955006,13487.476862160001,-41777.233593795005,-658971.6468599093,341028.3531400907,-0.10913433617894708
2023-06-13,0.0,20061.167626125,20061.167626125,-638910.4792337843,361089.52076621575,0.0588255124285344
2023-06-14,33038.499994499995,0.0,-33038.499994499995,-671948.9792282842,328051.0207717158,-0.09149670121800746
2023-06-15,18215.21097396,27936.6199155,9721.408941540001,-662227.5702867442,337772.42971325584,0.029633832318738618
2023-06-16,42662.36897422499,2410.93709955,-40251.43187467499,-702479.0021614191,297520.99783858086,-0.11916731009942261
2023-06-21,18911.053521359998,43668.14861952,24757.09509816,-677721.9070632592,322278.09293674084,0.08321125324939871
2023-06-22,41733.22688535,4787.907290009999,-36945.31959534,-714667.2266585992,285332.7733414008,-0.11463801109991045
2023-06-23,30769.099861499995,19351.162312155004,-11417.937549344992,-726085.1642079442,273914.8357920558,-0.04001621480643369
2023-06-27,15462.466669649995,56399.12062380001,40936.65395415001,-685148.5102537941,314851.48974620586,0.14945029843227386
2023-06-30,23303.965209525,80712.7453611,57408.780151574996,-627739.7301022192,372260.26989778085,0.1823360600829642
2023-07-03,54275.06772187499,0.0,-54275.06772187499,-682014.7978240942,317985.2021759058,-0.14579871157558244
2023-07-04,0.0,3280.8540617999997,3280.8540617999997,-678733.9437622941,321266.05623770587,0.010317631258781379
2023-07-05,59294.92873804499,50575.2018723,-8719.72686574499,-687453.6706280392,312546.32937196083,-0.027141762089217703
2023-07-06,22372.719969599995,79425.142767585,57052.422797985004,-630401.2478300541,369598.75216994586,0.182540690567788
2023-07-07,25567.706864699998,141616.348258635,116048.641393935,-514352.6064361191,485647.3935638809,0.31398547942222077
2023-07-10,16368.924772199996,69925.12646841,53556.20169621,-460796.4047399091,539203.5952600909,0.11027795558253195
2023-07-11,153787.83290871,12625.487968905001,-141162.34493980499,-601958.7496797141,398041.2503202859,-0.2617978555423277
2023-07-12,54228.517978635,26603.022997350003,-27625.494981284995,-629584.244660999,370415.75533900096,-0.06940359814229291
2023-07-13,97181.62254801,5686.346711250001,-91495.27583675999,-721079.520497759,278920.479502241,-0.24700697666875515
2023-07-14,0.0,7828.238425500001,7828.238425500001,-713251.282072259,286748.717927741,0.02806620166246021
2023-07-17,14502.90901059,23925.85137882,9422.94236823,-703828.339704029,296171.66029597097,0.03286132344837367
2023-07-18,26467.07434371,69202.1346939,42735.060350190004,-661093.279353839,338906.720646161,0.14429152440677107
2023-07-19,49151.771734065,17591.19045075,-31560.581283314998,-692653.860637154,307346.13936284604,-0.09312468405212337
2023-07-20,31496.34946458,55878.95772238501,24382.608257805008,-668271.252379349,331728.74762065103,0.07933272989324736
2023-07-21,0.0,108034.466116275,108034.466116275,-560236.786263074,439763.213736926,0.32567109993077215
2023-07-24,135360.84463901998,0.0,-135360.84463901998,-695597.6309020941,304402.36909790593,-0.30780392813846236
2023-07-25,25660.66614111,0.0,-25660.66614111,-721258.2970432041,278741.7029567959,-0.08429850995297838
2023-07-28,19737.7721541,32537.170060200002,12799.397906100003,-708458.899137104,291541.10086289595,0.04591848930507503
2023-08-02,0.0,125797.142159775,125797.142159775,-582661.756977329,417338.24302267097,0.4314902488446528
2023-08-03,137260.701102525,16566.85804851,-120693.843054015,-703355.600031344,296644.399968656,-0.28919909706779146
2023-08-04,28708.43246271,23692.23686718,-5016.19559553,-708371.795626874,291628.20437312603,-0.016909793665614403
2023-08-07,22160.902613849998,54779.472747945,32618.570134095004,-675753.2254927789,324246.77450722107,0.11184984732258929
2023-08-08,66924.16926195,46762.53304760999,-20161.636214340004,-695914.8617071189,304085.1382928811,-0.062179912953585825
2023-08-09,29049.523502999997,15115.87594305,-13933.647559949997,-709848.5092670689,290151.49073293107,-0.045821534186684776
2023-08-10,29206.358481299998,37543.84561296,8337.487131660004,-701511.022135409,298488.97786459106,0.028734945013031865
2023-08-16,15421.284969089998,15228.0704862,-193.21448288999818,-701704.2366182989,298295.7633817011,-0.000647308601718688
2023-08-17,21854.743910999998,15195.360174255,-6659.383736744998,-708363.6203550439,291636.3796449561,-0.022324768080006607
2023-08-18,10214.7041997,54914.831998199996,44700.1277985,-663663.4925565439,336336.5074434561,0.15327349712994942
2023-08-21,70094.79966488999,19577.9942082,-50516.80545668998,-714180.2980132339,285819.7019867661,-0.15019721124143137
2023-08-22,17944.084758599998,55855.05952950001,37910.97477090001,-676269.323242334,323730.67675766605,0.13263947344209082
2023-08-23,16244.638560149999,52948.504838655,36703.866278505,-639565.456963829,360434.543036171,0.11337778256331332
2023-08-24,26940.764050199992,0.0,-26940.764050199992,-666506.221014029,333493.778985971,-0.07474523341536776
2023-08-25,48536.07927167999,43736.48108865,-4799.598183029993,-671305.819197059,328694.180802941,-0.01439186721150787
2023-08-28,46129.81408034999,0.0,-46129.81408034999,-717435.633277409,282564.366722591,-0.14034265519293077
2023-08-29,0.0,13072.74860556,13072.74860556,-704362.884671849,295637.11532815103,0.04626467504444487
2023-08-30,33235.39499279999,77024.72577739501,43789.33078459502,-660573.553887254,339426.446112746,0.14811851595828807
2023-08-31,25342.369252199995,37128.33377073001,11785.964518530014,-648787.5893687239,351212.4106312761,0.034723176857631044
2023-09-01,69604.60523016,15293.15249904,-54311.45273112,-703099.042099844,296900.95790015603,-0.15463990191434174
2023-09-04,11052.37924791,25207.946220600003,14155.566972690003,-688943.4751271539,311056.5248728461,0.047677740997556395
2023-09-05,0.0,87340.4888832,87340.4888832,-601602.9862439539,398397.0137560461,0.280786551315402
2023-09-06,0.0,68293.33109721,68293.33109721,-533309.6551467439,466690.34485325613,0.1714202886546452
2023-09-07,30848.068175925,56835.74890345501,25987.68072753001,-507321.97441921383,492678.02558078617,0.05568506187052469
2023-09-08,34218.367733549996,83992.191097635,49773.82336408501,-457548.15105512884,542451.8489448712,0.10102708215047729
2023-09-11,28883.144224934993,92649.54627643501,63766.402051500016,-393781.74900362885,606218.2509963711,0.1175521885961539
2023-09-12,39020.953216245,65105.42245694999,26084.469240704995,-367697.27976292383,632302.7202370762,0.043028182008431726
2023-09-13,208926.30422663997,34188.38922815999,-174737.91499847997,-542435.1947614038,457564.80523859616,-0.2763516736618872
2023-09-14,118706.71255442999,19227.94246035,-99478.77009407998,-641913.9648554838,358086.03514451615,-0.21740913845462184
2023-09-15,59809.289379840004,0.0,-59809.289379840004,-701723.2542353239,298276.74576467613,-0.16702491443348866
2023-09-18,20626.203247650003,39197.139509115004,18570.936261465,-683152.3179738589,316847.6820261411,0.06226075792082164
2023-09-20,0.0,21241.058564115003,21241.058564115003,-661911.259409744,338088.74059025606,0.06703870588001504
2023-09-22,57035.493535019996,36294.5116575,-20740.981877519996,-682652.2412872639,317347.7587127361,-0.061347745095885475
2023-09-25,20992.95273075,8507.9528307,-12484.99990005,-695137.2411873139,304862.7588126861,-0.03934169868000059
2023-09-26,42552.654594449996,45458.141409945,2905.486815495002,-692231.754371819,307768.24562818103,0.009530474718560722
2023-09-27,63888.62124645,55492.751265435,-8395.869981015,-700627.624352834,299372.37564716605,-0.027279844819202537
2023-09-28,0.0,10852.83855774,10852.83855774,-689774.785795094,310225.214204906,0.03625197059107044
2023-09-29,18678.7855254,0.0,-18678.7855254,-708453.5713204939,291546.42867950606,-0.060210404151941344
2023-10-05,14300.495744535,25330.041418185006,11029.545673650007,-697424.025646844,302575.97435315605,0.03783118086407655
2023-10-06,47598.36433852499,56915.657609760005,9317.293271235016,-688106.732375609,311893.267624391,0.03079323562008973
2023-10-09,35821.93027413,55004.084131725,19182.153857595004,-668924.5785180139,331075.42148198606,0.06150230174476179
2023-10-10,45498.638420234995,20680.161337799997,-24818.477082434998,-693743.055600449,306256.944399551,-0.07496321222318647
2023-10-11,0.0,30490.25328594,30490.25328594,-663252.8023145089,336747.19768549106,0.09955775319877036
2023-10-12,28417.41644742,77333.95721142,48916.540764,-614336.2615505089,385663.7384494911,0.14526190893409074
2023-10-13,20554.796261999996,58650.649026615,38095.852764615,-576240.4087858939,423759.59121410607,0.09877997064949429
2023-10-16,66031.01108603999,68294.94439729501,2263.933311255023,-573976.4754746389,426023.52452536114,0.005342494561052291
2023-10-17,24852.675567719998,50749.44807168,25896.772503960005,-548079.7029706789,451920.2970293211,0.06078718900044766
2023-10-18,25534.437018089993,25494.22450575,-40.21251233999283,-548119.915483019,451880.08451698103,-8.898142571689416e-05
2023-10-19,111924.43098836999,46315.957145535,-65608.473842835,-613728.3893258539,386271.6106741461,-0.14519000967472262
2023-10-20,99703.22053692,44821.22232159,-54881.99821532999,-668610.3875411839,331389.61245881615,-0.1420813663203111
2023-10-23,71452.33359263999,39662.54430345,-31789.78928918999,-700400.1768303738,299599.8231696262,-0.09592874397395512
2023-10-25,64091.75559286499,86163.69950055,22071.943907685018,-678328.2329226888,321671.7670773112,0.07367141834121971
2023-10-26,49088.797382624994,25872.398568135002,-23216.398814489992,-701544.6317371788,298455.3682628212,-0.07217418869375025
2023-10-27,56609.064637125,149320.59067926,92711.526042135,-608833.1056950438,391166.8943049562,0.31063782361084136
2023-10-30,0.0,14960.096783145002,14960.096783145002,-593873.0089118988,406126.9910881012,0.03824479269833603
2023-10-31,40278.7477092,23475.46706397,-16803.280645229996,-610676.2895571288,389323.7104428712,-0.041374449406109126
2023-11-01,68982.55323959998,939.9241949399999,-68042.62904465997,-678718.9186017888,321281.0813982112,-0.17477134636176872
2023-11-02,0.0,24068.737554615,24068.737554615,-654650.1810471738,345349.8189528262,0.0749148921245788
2023-11-03,34288.572918599995,17471.09839302,-16817.474525579997,-671467.6555727537,328532.34442724625,-0.0486969258491986
2023-11-06,0.0,24625.585489275,24625.585489275,-646842.0700834787,353157.9299165213,0.0749563502863213
2023-11-07,0.0,51651.52330346999,51651.52330346999,-595190.5467800087,404809.4532199913,0.1462561616998923
2023-11-08,0.0,14356.693190745,14356.693190745,-580833.8535892637,419166.14641073626,0.03546531109030915
2023-11-09,24134.469514155,29954.42757801,5819.958063855,-575013.8955254088,424986.1044745912,0.013884609035559103
2023-11-10,33345.760347899995,93541.904385075,60196.14403717501,-514817.7514882338,485182.2485117662,0.1416426170253149
2023-11-13,44746.44143969999,45306.566077004994,560.1246373050017,-514257.6268509288,485742.3731490712,0.0011544623469286197
2023-11-15,35075.22151633499,40071.328884675,4996.10736834001,-509261.5194825888,490738.4805174112,0.010285508624562123
2023-11-16,14673.985326,86665.95581148,71991.97048548001,-437269.5489971088,562730.4510028912,0.14670129477023086
2023-11-17,0.0,18441.210604725,18441.210604725,-418828.3383923838,581171.6616076161,0.03277094845651107
2023-11-20,0.0,41650.78500252,41650.78500252,-377177.5533898638,622822.4466101362,0.07166692348231019
2023-11-21,0.0,23802.511517145,23802.511517145,-353375.04187271884,646624.9581272812,0.03821717031345928
2023-11-22,0.0,33197.67359050499,33197.67359050499,-320177.36828221387,679822.6317177862,0.051339919953987234
2023-11-23,71265.01293911999,963.92642868,-70301.08651043999,-390478.45479265385,609521.5452073461,-0.10341092401234453
2023-11-24,0.0,17812.98273645,17812.98273645,-372665.4720562039,627334.5279437961,0.029224533368037875
2023-11-28,50819.58053172,1502.1443270249997,-49317.436204695,-421982.9082608989,578017.0917391011,-0.07861425444944337
2023-11-29,16613.891794499996,52882.832087145,36268.940292645,-385713.9679682539,614286.0320317461,0.06274717618387604
2023-11-30,69923.27267425499,29798.7212502,-40124.55142405498,-425838.5193923089,574161.4806076911,-0.0653190034149782
2023-12-01,65014.73845366499,103601.31585912,38586.57740545501,-387251.9419868539,612748.058013146,0.06720509596814983
2023-12-04,46754.379837165,30339.13164885,-16415.248188314996,-403667.1901751689,596332.8098248311,-0.02678955563162766
2023-12-05,0.0,32723.092386765,32723.092386765,-370944.0977884039,629055.902211596,0.054873875540031314
2023-12-06,0.0,28605.567962834997,28605.567962834997,-342338.5298255689,657661.4701744311,0.045473809024389356
2023-12-07,73417.89850395,27154.172750895,-46263.725753055,-388602.2555786239,611397.7444213761,-0.07034580532866619
2023-12-08,40793.81941635,38132.94292596,-2660.876490390001,-391263.1320690139,608736.8679309861,-0.0043521202272479576
2023-12-11,65378.75384039999,86430.47568732,21051.72184692,-370211.4102220939,629788.5897779061,0.03458262996041617
2023-12-12,0.0,28450.422493605,28450.422493605,-341760.9877284889,658239.0122715111,0.04517456009109044
2023-12-13,155897.3735319,23326.70770224,-132570.66582966,-474331.6535581489,525668.3464418511,-0.2014020186560701
2023-12-14,74254.962636855,17599.995661725,-56654.966975129995,-530986.6205332789,469013.3794667211,-0.10777701826373354
2023-12-15,74018.27802368999,3527.5741347599997,-70490.70388892999,-601477.3244222089,398522.67557779106,-0.15029572070860664
2023-12-18,40855.89241734,52442.897661945004,11587.005244605003,-589890.3191776039,410109.68082239607,0.029074895745407225
2023-12-19,0.0,61679.758814685,61679.758814685,-528210.5603629189,471789.4396370811,0.1503982024784154
2023-12-20,67944.53803137,63417.692281544994,-4526.845749825006,-532737.4061127439,467262.5938872561,-0.009595055271494068
2023-12-21,171450.00529156497,14501.921736825,-156948.08355473998,-689685.4896674838,310314.51033251616,-0.33588839681998883
2023-12-22,54442.06793024999,0.0,-54442.06793024999,-744127.5575977338,255872.4424022662,-0.17544157980853936
2023-12-27,0.0,24235.08722343,24235.08722343,-719892.4703743038,280107.52962569625,0.09471550353722424
2023-12-28,14131.172055,34831.785907440004,20700.613852440005,-699191.8565218637,300808.1434781363,0.07390238270317817
2023-12-29,36993.58570907999,1898.9016875099999,-35094.68402156999,-734286.5405434337,265713.45945656626,-0.11666799846501108
2024-01-02,0.0,10651.954817565,10651.954817565,-723634.5857258687,276365.4142741313,0.040088126658507583
2024-01-03,0.0,38359.001176425,38359.001176425,-685275.5845494437,314724.4154505563,0.13879812449460882
2024-01-04,0.0,81825.980396715,81825.980396715,-603449.6041527287,396550.3958472713,0.25999247716315166
2024-01-05,0.0,37337.16179367,37337.16179367,-566112.4423590587,433887.55764094135,0.09415489729595472
2024-01-08,17847.1395102,64416.517546455,46569.378036255,-519543.06432280364,480456.93567719636,0.10733052196623016
2024-01-09,80204.39638711499,17238.292591859998,-62966.103795254996,-582509.1681180586,417490.8318819414,-0.1310546255441296
2024-01-10,96005.490405825,69809.71251789,-26195.777887934993,-608704.9460059935,391295.0539940065,-0.06274575604415333
2024-01-11,49780.673988045004,33096.97093896,-16683.703049085,-625388.6490550785,374611.3509449215,-0.042637142685019835
2024-01-12,0.0,84474.25907211,84474.25907211,-540914.3899829686,459085.61001703143,0.2254983968292248
2024-01-15,25709.369110424996,27292.154401125,1582.7852907000051,-539331.6046922685,460668.39530773147,0.00344769092335806
2024-01-16,57239.709501975,29945.951262810002,-27293.758239164996,-566625.3629314335,433374.6370685665,-0.059248167482669256
2024-01-17,62507.09136671999,9342.6795684,-53164.41179831999,-619789.7747297535,380210.2252702465,-0.12267541118219294
2024-01-18,94682.43814028999,9229.485181094999,-85452.95295919498,-705242.7276889485,294757.2723110515,-0.22475185378945717
2024-01-19,33849.364874324994,35345.755238625,1496.3903643000085,-703746.3373246485,296253.6626753515,0.0050766868364857665
2024-01-24,69038.31678744,199851.708934305,130813.39214686501,-572932.9451777835,427067.0548222165,0.44155873370658183
2024-01-25,142709.87533803,8905.992642449999,-133803.88269558,-706736.8278733635,293263.1721266365,-0.3133088380026906
2024-01-29,24728.629715789997,28134.999032804997,3406.369317015,-703330.4585563485,296669.54144365154,0.011615400912134088
2024-01-30,12814.319077559998,59859.929570579996,47045.610493019994,-656284.8480633284,343715.1519366716,0.1585791728536976
2024-01-31,52625.62644338999,71634.96745587,19009.341012480014,-637275.5070508484,362724.49294915155,0.055305507788560915
2024-02-01,71828.70749554501,907.0581339000001,-70921.649361645,-708197.1564124934,291802.84358750656,-0.1955248425189393
2024-02-02,55581.11450891999,73250.84289294,17669.728384020003,-690527.4280284734,309472.5719715266,0.060553653853346434
2024-02-05,28087.60230276,51855.110407575005,23767.508104815006,-666759.9199236584,333240.08007634163,0.07680004710401866
2024-02-06,74685.01696656,76227.65263341,1542.6356668500084,-665217.2842568083,334782.71574319166,0.004629202065059568
2024-02-07,29186.178246224998,87962.87133274501,58776.69308652001,-606440.5911702884,393559.4088297116,0.17556668944524279
2024-02-08,46830.924520379995,73259.06608152,26428.14156114,-580012.4496091484,419987.55039085157,0.0671515938082301
2024-02-09,54569.99960411999,69522.182101125,14952.182497005007,-565060.2671121435,434939.73288785655,0.03560148981342448
2024-02-12,139032.896297295,8165.69216397,-130867.204133325,-695927.4712454685,304072.5287545315,-0.30088583368645094
2024-02-13,51811.045996709996,47991.35569491,-3819.690301799994,-699747.1615472685,300252.8384527315,-0.01256177372367484
2024-02-14,9230.910228539997,8809.790366025,-421.1198625149973,-700168.2814097835,299831.7185902165,-0.0014025508124591024
2024-02-15,30601.198302675,5429.510025029999,-25171.688277645,-725339.9696874286,274660.03031257144,-0.083952719865664
2024-02-16,13834.5276069,64884.679371000006,51050.15176410001,-674289.8179233286,325710.1820766714,0.18586669383966536
2024-02-19,0.0,29709.218792249998,29709.218792249998,-644580.5991310786,355419.4008689214,0.09121366302652634
2024-02-20,0.0,25528.39014591,25528.39014591,-619052.2089851686,380947.7910148314,0.07182610201778172
2024-02-21,22794.251530049998,23636.972561805,842.7210317550016,-618209.4879534136,381790.5120465864,0.0022121693618697424
2024-02-22,94967.78566274999,10543.02566076,-84424.76000198998,-702634.2479554036,297365.75204459636,-0.22112849151078018
2024-02-23,0.0,13069.068329520003,13069.068329520003,-689565.1796258836,310434.8203741164,0.043949473803426065
2024-02-26,19865.10292767,20752.481550195,887.3786225250005,-688677.8010033586,311322.19899664144,0.002858502217810477
2024-02-27,34830.084238949996,26158.11994575,-8671.964293199995,-697349.7652965585,302650.2347034415,-0.027855271230733836
2024-02-28,34145.93921739,66131.32926320999,31985.390045819993,-665364.3752507385,334635.62474926154,0.10568433914205166
