symbol,total_pl,total_investment,return_pct,total_days_held,annual_return,annual_volatility,sharpe_ratio,total_wins,total_losses,cumulative_return,cagr,max_drawdown,win_rate,average_win,average_loss,profit_factor,payoff_ratio,expectancy,total_trades,first_trade,last_trade,VaR
['LTFOODS'],4.755440000000419,5865.756311759999,0.0008107121651928234,-224.0,1938.6631270748278,192.26445573636548,10.082951212433368,2,3,1.2311245987821329,,-0.0019437801766317708,0.4,270.7608900000001,-178.92211333333327,1.0088594228915329,1.5132891343372994,0.9510880000000839,5,2023-12-20,2025-04-11,99.9091184858833
['ANMOL'],479.1004400000002,3834.05569638,0.12495917585452722,33.0,16091.751000000002,1599.285100446074,10.061796358580278,1,1,3.495281521072807,1026222.8016215926,-0.12641696113074197,0.5,679.4460400000002,-200.34559999999993,3.3913699127906995,3.3913699127906995,239.5502200000001,2,2023-07-14,2024-02-13,299.58224381625627
['BIGBLOC'],555.9921500000008,5266.184031464999,0.10557780485414017,195.0,713.9240087450415,71.39406255790914,9.998786778186496,4,1,1.144077417333797,0.2865200020642491,0.0,0.8,165.71659750000015,-106.87423999999976,6.202302725146883,1.5505756812867209,111.19843000000019,5,2023-07-11,2024-08-06,299.0481358864538
['BLSE'],97.27710000000008,1864.6722994499999,0.05216846951000063,96.0,1510.5528614457837,154.21688033671415,9.794536487496211,1,1,1.0559252184166825,0.22985879707766044,0.0,0.5,168.20700000000005,-70.92989999999998,2.3714540694403925,2.3714540694403925,48.63855000000004,2,2024-03-14,2024-08-07,0.0815724293316833
['FORTIS'],602.7776900000007,8543.291774775,0.07055567173531022,163.0,1221.2380004215547,125.7873964350282,9.708190446984197,3,1,1.0568616238850317,0.13183449401835334,0.0,0.75,230.1288566666668,-87.60887999999971,7.880326400702789,2.62677546690093,150.69442250000014,4,2023-02-14,2024-03-01,80.6778365529422
['JSWSTEEL'],127.09796000000154,9423.483100455,0.013487365408854481,-599.0,873.2639683737334,90.22366276490001,9.678103743682579,4,3,1.032005707950807,,-0.003914341252699849,0.5714285714285714,211.3908325000003,-239.48845666666656,1.1769019987699638,0.8826764990774728,18.156851428571628,7,2023-01-31,2025-04-08,39.40428632521913
['PNBGILTS'],123.37908000000056,3111.8759951399998,0.039647813792287656,260.0,544.7907673279112,57.33915650365758,9.499978732564095,2,1,1.0652871438962315,0.092846086413785,-0.00614780629902012,0.6666666666666666,115.22184000000024,-107.06459999999993,2.152379778189996,1.076189889094998,41.126360000000176,3,2024-02-13,2024-08-06,45.101049785308234
['CUPID'],839.0152400000009,6159.01825392,0.13622548357702902,234.0,3497.0278672595523,368.85529809889533,9.480568356434366,4,0,3.021844275289115,4.612318988422725,0.0,1.0,209.75381000000021,0.0,inf,inf,209.75381000000021,4,2023-02-23,2025-04-07,404.8959658860825
['DBL'],747.8878300000003,5142.272335545,0.14543917186772956,189.0,681.6631238138377,72.0348887940404,9.46198620175044,3,1,1.0297617018062948,0.05827222960077205,-0.007382145886344227,0.75,272.50541000000004,-69.62839999999983,11.741131923180802,3.913710641060267,186.9719575000001,4,2023-12-21,2024-09-20,49.45641300614645
['NILAINFRA'],933.8538200000006,5141.293177469999,0.1816379241106699,158.0,1691.657301902866,180.0645000635794,9.394340923977683,4,1,4.615980635130377,33.24000927978028,-0.7743760511268079,0.8,262.24120500000015,-115.11099999999999,9.112637541155934,2.2781593852889834,186.77076400000013,5,2023-07-19,2025-02-17,5598.963990545729
['NHPC'],691.2867900000012,8544.488330475,0.08090441033601033,173.0,798.3219231808081,85.78614476259833,9.305138089488267,3,1,1.240390633416666,0.5754048013804709,-0.0536710556371347,0.75,274.2889166666669,-131.57995999999952,6.2537391712233665,2.0845797237411223,172.8216975000003,4,2023-10-25,2025-01-14,351.86467424870193
['GATECH'],342.3394400000003,2761.8662858999996,0.12395221367077999,133.0,957.9700343655988,103.20325607202234,9.281684229973424,2,1,-172.13811143927893,,-36.75666598246251,0.6666666666666666,219.9497800000001,-97.56011999999988,4.509010034018005,2.2545050170090026,114.11314666666675,3,2024-10-24,2025-03-28,21137.282924199004
['BHARTIARTL'],467.6331900000009,9617.637404115,0.048622460002486635,131.0,826.9633607384698,89.32833239678949,9.256787164294906,4,1,1.0178694149175036,0.05058716080890102,-0.0030521212121212837,0.8,130.50549750000022,-54.38879999999995,9.597968515576762,2.3994921288941904,93.5266380000002,5,2023-02-28,2025-03-03,22.583006043805216
['SAPPHIRE'],502.54520000000167,9391.93771773,0.05350814870197683,193.0,1453.3887264419984,157.06976505556136,9.25269561540317,5,1,1.1258395019703242,0.25127249172811905,-0.014468827543424267,0.8333333333333334,121.03394000000029,-102.62449999999973,5.896932019157248,1.1793864038314497,83.75753333333361,6,2023-02-03,2024-10-28,100.67635324766138
['ADSL'],99.93234000000027,2556.4150374299998,0.039090812147805104,189.0,420.49662371134076,46.14457132791799,9.111074425714254,2,1,1.0308293182584005,0.06039213543976074,-0.005296060230140842,0.6666666666666666,111.8691700000001,-123.80599999999993,1.8071687963426677,0.9035843981713338,33.31078000000008,3,2024-03-14,2024-10-08,33.838669864288924
['DCXINDIA'],590.2766000000006,5371.9222991999995,0.10988182016108203,105.0,1615.835215097404,179.69157765853967,8.991880622072197,3,2,1.1277689160009943,0.5188926641933262,-0.018342763561140063,0.6,262.74010000000015,-98.9718499999999,3.9820428738070532,2.6546952492047025,118.05532000000011,5,2023-08-08,2025-01-27,170.2896391968381
['INOXGREEN'],822.3428800000013,7604.977520819998,0.1081321907591034,254.0,2148.515487334097,243.8871716355156,8.809177919964174,5,2,1.6154504284155533,0.9921388031329641,-0.046385334358516106,0.7142857142857143,204.4733120000002,-100.01183999999989,5.111227630648542,2.0444910522594166,117.47755428571446,7,2023-09-13,2025-04-08,300.21733067724296
['PARAS'],333.5440000000002,2613.83628045,0.12760707412882685,47.0,2754.723651960786,317.0813995191061,8.687528363816247,1,1,1.0354100549556693,0.3102738859863925,-0.004403087279480022,0.5,428.3865000000002,-94.84249999999997,4.516819991037776,4.516819991037776,166.7720000000001,2,2023-08-08,2024-02-13,21.834720028381795
['IOC'],906.5011400000009,8818.72226943,0.10279279835610389,206.0,1608.7399071503132,187.46666474577776,8.581098454660296,4,3,1.5768706170286753,1.2411137182777239,-0.05421357337275601,0.5714285714285714,321.27020250000004,-126.1932233333331,3.3944791858474668,2.5458593893856,129.50016285714295,7,2023-02-03,2025-03-03,519.8287387977256
['SANWARIA'],1351.5887300000009,7362.1867611749985,0.18358522730334656,-635.0,1181.3649379551293,138.89468186036854,8.504968816176062,4,2,-1382240.9429635275,,-3.2861785125265057,0.6666666666666666,385.07312750000017,-94.35188999999983,8.162488901918147,4.0812444509590735,225.2647883333335,6,2023-02-08,2025-04-01,80385.33597285046
['MUKKA'],245.8007000000008,7904.638249079999,0.031095755713882154,204.0,1489.5524107142871,176.49056908658864,8.43944477273189,2,3,1.9230993896212945,2.2221099074323374,-0.10114067447769592,0.4,299.63382000000024,-117.82231333333318,1.6953994056700217,2.5430991085050327,49.16014000000018,5,2024-06-05,2025-01-28,627.8118716699207
['GTL'],377.71879000000024,3510.248462445,0.10760457387592076,154.0,3778.911007312627,448.2014796885575,8.431121222398543,2,1,4.252998032431214,29.909304258380704,-0.332695795937647,0.6666666666666666,241.68317000000002,-105.64754999999982,4.575272592691462,2.287636296345731,125.9062633333334,3,2023-01-31,2025-01-14,2743.72843294713
['IVC'],239.98938000000098,4770.075615119999,0.05031144144534984,112.0,2250.7835505681196,270.2015352035579,8.329758559190019,2,1,3.2795177271822347,46.972007216739875,-0.35030141632298606,0.6666666666666666,184.54823500000035,-129.10708999999972,2.858839665583056,1.429419832791528,79.99646000000033,3,2023-08-21,2024-06-05,2821.0871844032204
['TARIL'],1006.8127300000002,4910.127946184999,0.20504816596118625,139.0,1390.3280893138424,167.94134582266605,8.278235966870568,4,1,2.4470225022413645,9.483930844918795,-0.023298549810844893,0.8,288.65468250000004,-147.80599999999993,7.81171758927243,1.9529293973181074,201.36254600000007,5,2023-02-15,2025-01-16,8.838620314620126
['VISHWARAJ'],922.2495800000011,9159.001927949997,0.10069324007735224,427.0,545.6685255243142,65.99201868518945,8.267644124163798,5,2,2.0487583329934975,0.8461312354549964,-0.34047541550914584,0.7142857142857143,225.14326800000018,-101.73337999999985,5.532679342807653,2.213071737123061,131.74994000000018,7,2023-03-28,2025-01-14,2175.837810431756
['CHAMBLFERT'],1749.0171600000008,9566.68924404,0.18282366191518448,341.0,2417.983401496311,294.0839355744786,8.221847945461677,5,2,1.1889443412039118,0.2035149372917071,-0.006639772939875832,0.7142857142857143,395.70323800000006,-114.74951499999979,8.62102201477716,3.448408805910864,249.85959428571442,7,2023-02-28,2025-01-14,165.24345794205027
['GANDHAR'],344.6591400000005,4762.85342274,0.07236400313191313,49.0,3024.543158602153,371.0110680365373,8.1519755585952,2,1,1.1521175497116942,1.8713646493730254,-0.040816018567596646,0.6666666666666666,223.15286000000023,-101.64657999999997,4.390759826843172,2.195379913421586,114.88638000000014,3,2024-02-13,2024-05-24,332.419273214168
['TIRUPATIFL'],755.3185200000004,4107.17895786,0.18390202320123658,68.0,3136.713438929493,386.75125134200204,8.110234751783068,2,2,1.399647064338212,5.078213821705057,-0.8348119164072917,0.5,481.4923850000001,-103.83312499999998,4.637175130768724,4.637175130768724,188.82963000000007,4,2023-02-07,2024-06-05,7640.358944964371
['SMCGLOBAL'],126.81634000000007,2010.4281145199998,0.06307927106872863,105.0,847.924801136364,104.6443655234311,8.102249909924861,1,1,1.0591561025950853,0.22114045713561503,-0.009421731209106943,0.5,226.00305000000003,-99.18670999999996,2.278561815388373,2.278561815388373,63.408170000000034,2,2024-03-13,2024-10-29,54.89139588183208
['RECLTD'],370.1409300000014,8949.000994425,0.041361145253038835,-457.0,1174.1881146271467,145.31721262601397,8.079690584547876,5,3,1.1710833360165094,,-0.01284505149643922,0.625,257.11029000000013,-305.1368399999997,1.4043441952141884,0.8426065171285131,46.267616250000174,8,2023-01-31,2025-03-03,92.5415557853293
['SNOWMAN'],1101.8887500000012,9359.019844154998,0.11773548601760529,194.0,2437.9663912475944,302.7845260014782,8.051588446219649,4,3,2.3484618652529914,3.984345685046029,-0.17776085894513716,0.5714285714285714,359.43618250000014,-111.95199333333312,4.280837071890169,3.2106278039176273,157.41267857142873,7,2023-01-31,2025-01-13,1415.8607740666062
['NECCLTD'],208.76016000000018,1897.4333536199997,0.11002239398907959,49.0,2062.7010795454557,257.1862930276069,8.01998837210212,1,1,1.7549230897519807,64.98929874750641,-0.10092879117157283,0.5,316.04040000000015,-107.28023999999996,2.9459330068612846,2.9459330068612846,104.38008000000009,2,2023-10-25,2025-01-10,482.8590582986164
['HINDMOTORS'],674.5891100000009,5618.757301754999,0.12006019725915112,111.0,2070.1911850358447,260.5846217093009,7.944141797228538,3,1,1.468100289282666,2.534605061530866,-0.6273595505617972,0.75,273.25337000000025,-145.17099999999985,5.646858601235795,1.8822862004119316,168.64727750000023,4,2023-12-21,2025-02-19,5085.860404541144
['USHAMART'],540.1728500000004,8406.878116245,0.06425367925296781,205.0,1208.9797711131537,152.17769264907503,7.944066900139728,4,3,1.1819019118301015,0.3465744198794325,-0.018629060339473313,0.5714285714285714,214.23464000000016,-105.5885700000001,2.705275643629482,2.0289567327221114,77.16755000000003,7,2023-02-22,2025-02-12,133.9482897669659
['APTUS'],725.0304700000014,9766.996522365,0.07423269459959234,122.0,1194.0555052175928,154.09389926692498,7.748428139580944,4,1,1.0925834408619304,0.303312739848312,-0.03898542871787358,0.8,221.1894175000003,-159.7271999999998,5.539179738954933,1.3847949347387332,145.0060940000003,5,2023-06-22,2024-12-31,283.16711166184484
['LODHA'],1415.2742500000013,8889.107807774999,0.15921443193231488,254.0,1194.8666350219376,154.41538660961717,7.737549095690469,6,2,1.0615628130423853,0.0896428421826807,-0.014297410730601867,0.75,270.33515166666683,-103.3683299999999,7.845782697659925,2.6152608992199746,176.90928125000013,8,2023-02-27,2025-03-11,80.732348893824
['FEDERALBNK'],471.78892000000315,9924.547121579999,0.04753757669950927,284.0,1403.557332238592,183.3915664857122,7.652954599457745,5,2,1.2762242179930465,0.3681652335568637,-0.03308686294416219,0.7142857142857143,146.12100800000047,-129.40805999999958,2.822873011155583,1.1291492044622333,67.3984171428576,7,2023-02-20,2025-02-04,249.66471770040286
['GEOJITFSL'],635.5906600000003,5121.985786769999,0.12409067234073941,150.0,1039.884489371063,139.75539515619593,7.4402457823465555,3,2,1.2314205690416289,0.6595445496521757,-0.03295654814202298,0.6,281.58095333333335,-104.57609999999997,4.038890626060832,2.6925937507072213,127.11813200000003,5,2024-02-13,2025-03-12,469.16549605818454
['ICICIGI'],445.5749300000007,8745.787453365,0.05094737693728914,146.0,706.9050441729343,95.24035296583521,7.421592026506782,4,1,1.0107592221743835,0.027115495747811247,-0.003827791858678986,0.8,136.3126575000001,-99.67569999999978,5.470246308779388,1.367561577194847,89.11498600000014,5,2023-09-29,2025-02-18,28.413892099626796
['RELIGARE'],159.35730000000171,9313.97981055,0.017109474493330636,-543.0,1547.186726784974,212.44161659924498,7.282550149783,4,5,1.333722458619234,,-0.05561650824451814,0.4444444444444444,234.21508750000027,-155.50060999999988,1.2049603535317346,1.506200441914668,17.70636666666684,9,2023-03-29,2025-04-07,344.7928673153746
['YESBANK'],1174.0768900000007,8963.170767599999,0.13098901275473238,220.0,6852.893738737519,968.0335505242961,7.079118006835575,4,3,17.702395928074985,116.65181413481866,-0.5383239847979893,0.5714285714285714,386.97948750000023,-124.61368666666677,4.140577682932954,3.105433262199716,167.72527000000008,7,2023-10-25,2025-01-14,3326.6182770109485
['MOL'],418.580700000001,9030.048574499999,0.04635420247705347,143.0,1624.153276701371,232.0319500365732,6.9993950248893775,3,4,1.5317394386366996,1.9694412062432827,-0.10824204633581203,0.42857142857142855,295.3382666666669,-116.85852499999996,1.8954860161036629,2.527314688138217,59.79724285714299,7,2023-08-16,2025-02-27,756.7766054152038
