symbol,total_pl,total_investment,return_pct,total_days_held,annual_return,annual_volatility,sharpe_ratio,total_wins,total_losses,cumulative_return,cagr,max_drawdown,win_rate,average_win,average_loss,profit_factor,payoff_ratio,expectancy,total_trades,first_trade,last_trade,VaR
['HCC'],697.7301100000011,8990.051336805,0.07761135991999456,252.0,447.47677811692387,158.152400630068,2.8289597649766103,5,3,1.9903893770185086,1.7101021491138746,-0.5241350703988409,0.625,220.87522000000013,-135.54866333333317,2.7158170181390497,1.6294902108834302,87.21626375000014,8,2023-02-06,2025-02-17,2376.012318354979
['HARDWYN'],474.27708000000143,8602.35637299,0.05513339129836033,120.0,794.6515958239792,283.6738940516068,2.8010388424372477,4,3,0.5908340768746856,-0.7982217562441865,-0.7608778875880821,0.5714285714285714,220.03868000000023,-135.29254666666648,2.168522316233045,1.626391737174784,67.75386857142877,7,2023-02-23,2024-12-19,6879.528456549924
['TREL'],59.58156000000031,3322.74526686,0.01793142573830373,70.0,620.2600218855231,222.3917411144899,2.7887277593021853,1,2,1.1041189099826765,0.6760884051480498,-0.23365767070562293,0.3333333333333333,334.4874500000002,-137.45294499999994,1.216734388630234,2.433468777260468,19.860520000000093,3,2023-12-21,2024-05-14,1611.2618016221163
['INDIANB'],349.87468000000166,9650.631755684999,0.03625407008135994,139.0,898.6163312203757,322.92111191179066,2.782556785775664,4,2,0.9832380519569173,-0.04341750987793913,-0.01001211838006233,0.6666666666666666,145.1357125000003,-115.33408499999973,2.5167878602409797,1.2583939301204898,58.312446666666936,6,2023-02-23,2025-03-13,797.7154505814167
['EPL'],706.301990000002,9721.985428799997,0.07264997414084606,-583.0,696.3942902848671,250.76243015873658,2.7768286096289736,4,4,1.148557185220554,,-0.07757714285714268,0.5,318.0976350000003,-141.52213749999981,2.247688175286363,2.247688175286363,88.28774875000025,8,2023-02-03,2025-02-28,768.9210714285704
['GICRE'],740.6855400000012,6343.2170329499995,0.11676812194072686,192.0,377.7321423944392,139.1933941437024,2.7132188615541857,3,2,1.0563670951630004,0.10987239696873918,-0.006496803685329455,0.6,317.55075333333366,-105.98335999999989,4.4943482637274474,2.996232175818298,148.13710800000024,5,2023-02-02,2025-01-14,502.9910412314756
['RADHIKAJWE'],103.50690000000071,7262.0439809399995,0.014253135931380407,205.0,464.8573964925395,177.5315578194544,2.61805507821442,4,2,1.2563829792169208,0.5013625923299012,-0.25336092032966984,0.6666666666666666,83.84814500000009,-115.94283999999982,1.4463703838891684,0.7231851919445842,17.251150000000116,6,2023-03-02,2024-10-25,2028.2427669863596
['GODREJCP'],654.1462200000013,9074.31960162,0.07208763287147384,235.0,241.26086502715273,94.54972002363806,2.5509421388752225,3,3,1.007947357255381,0.012370869760870429,-0.010649084031119194,0.5,287.91995000000026,-69.87120999999983,4.12072368576415,4.12072368576415,109.0243700000002,6,2023-02-28,2025-02-12,62.48699960355736
['DHANI'],1764.9402400000022,9093.636414899998,0.19408519974563015,209.0,4304.379878030317,1700.1822554748746,2.5316755684102166,6,4,-46.0058450184682,,-52.024575919979235,0.6,367.0710066666668,-109.37144999999961,5.034280061204292,3.356186707469528,176.4940240000002,10,2023-01-31,2024-10-08,33153.12287967599
['SATINDLTD'],112.45011000000085,4848.558703874999,0.02319248190397901,156.0,200.43288538251514,79.88595320939862,2.5081115932524463,2,2,1.037360147351172,0.08961001109594813,-0.013742282709557796,0.5,152.1025600000003,-95.87750499999987,1.5864259296276066,1.5864259296276066,28.112527500000212,4,2023-10-05,2024-11-14,451.13804331869454
['EIDPARRY'],39.901850000000536,3257.3749017749997,0.012249695292444641,65.0,297.1439774904234,119.32803641863559,2.4895572441015132,1,1,1.0064657834995574,0.036853851457708364,-0.005230688664705108,0.5,189.22755000000018,-149.32569999999964,1.2672135472996318,1.2672135472996318,19.950925000000268,2,2024-03-14,2025-01-13,43.81255508068181
['ELIN'],81.26557000000037,3845.4198704849996,0.021133081103507905,72.0,378.1838516942841,152.18716690356044,2.484531773522608,1,2,1.0241198116456234,0.12842485024471206,-0.020330846458506024,0.3333333333333333,277.1440000000003,-97.93921499999996,1.4148775850408868,2.8297551700817736,27.08852333333344,3,2023-07-13,2024-10-01,214.8358258091421
['GREENPOWER'],334.7370600000016,9212.905512809999,0.03633349539236776,227.0,278.9806073236146,114.35829145259987,2.4389189780718232,4,4,-0.1895228601556815,,0.0,0.5,202.0963775000002,-118.4121124999998,1.7067204801366966,1.7067204801366966,41.8421325000002,8,2023-02-02,2025-01-14,8219.843475321153
['PCJEWELLER'],-135.91585999999938,7253.12670078,-0.018738933649867583,-738.0,759.455961805558,340.3301430333983,2.2313214898835323,3,3,-105.47576383577747,,0.0,0.5,291.79114666666675,-337.09643333333315,0.8656014060467174,0.8656014060467175,-22.652643333333202,6,2023-01-31,2025-05-02,47611.148213378976
['BLKASHYAP'],367.0129400000005,7437.445748879999,0.04934663759467003,176.0,355.30492771739716,166.8812751546088,2.1286685842272375,3,3,1.2679741044762516,0.6362018381145109,-0.2603811339785159,0.5,232.80375000000004,-110.46610333333321,2.1074677477987165,2.1074677477987165,61.168823333333414,6,2023-08-01,2025-02-17,1331.3319500034715
['NAGAFERT'],201.48297000000161,8524.444344975,0.02363590655838724,109.0,946.2802765022757,451.13282187812786,2.0974095224618603,3,4,-35.79478956826878,,-8.756828342472243,0.42857142857142855,247.05614666666693,-134.9213674999998,1.3733340643764262,1.831112085835235,28.783281428571655,7,2023-03-28,2025-02-12,27822.039026226677
['MAXHEALTH'],901.5916900000008,9605.238357915001,0.09386458267920676,171.0,467.6441629718961,228.3458316297176,2.0476579740247147,6,2,1.0333398949580614,0.07251196362856915,-0.04043619934857989,0.75,182.48803666666677,-96.66826500000002,5.6633281873839385,1.8877760624613127,112.69896125000008,8,2023-02-15,2025-01-14,304.0448801573993
['MOREPENLAB'],-217.7676699999992,6414.120357584999,-0.03395129150367107,201.0,595.759987044075,306.0039251176217,1.9466743337200785,1,4,1.0790355675030847,0.1481280065899524,-0.2979638163366023,0.2,282.2473500000001,-125.00375499999983,0.5644777430885985,2.257910972354394,-43.55353399999984,5,2023-09-13,2025-02-12,2453.7120432678043
['LUPIN'],103.59312999999997,2929.5620402249997,0.03536130267172758,115.0,79.7610707811472,45.33325442986567,1.7578943268773246,1,1,0.9989402619647718,-0.003359643581164029,0.0,0.5,173.6342699999998,-70.04113999999981,2.4790326085497787,2.4790326085497787,51.79656499999999,2,2023-02-14,2024-04-22,23.402507761581365
['TANLA'],68.58052000000134,5841.279279839999,0.011740667876760015,256.0,157.40661241085772,90.67766596449688,1.7351197865244998,3,3,1.0105864648560061,0.01512793265155854,-0.016283138943297137,0.5,133.14311000000023,-110.28293666666646,1.2072865850718988,1.2072865850718988,11.430086666666888,6,2023-08-22,2025-03-03,101.82342170432953
['EXXARO'],62.45955000000106,9672.152548245,0.006457667999801582,220.0,1038.4071074728279,603.4505624338772,1.7206664010469015,4,6,118.47890651889463,2755.5063271550066,-3.92721710095587,0.4,231.49737750000003,-143.92165999999986,1.072330495632139,1.6084957434482081,6.2459550000000945,10,2023-02-02,2025-03-18,32790.827021873345
['BALRAMCHIN'],71.27932000000078,8815.736754074998,0.008085463755148148,171.0,423.13480337563425,247.35267821586473,1.7103708212385942,3,4,1.0508747892928638,0.11173330318803432,-0.062236193989928745,0.42857142857142855,144.0186733333335,-90.19417499999994,1.1975718498450727,1.5967624664600968,10.182760000000108,7,2023-05-15,2025-02-10,284.51045871713364
['NATIONALUM'],420.3225000000024,9852.51229239,0.04266145400545768,-343.0,243.20150401112033,144.3578443834373,1.6842278647866515,5,4,1.0954538835787848,,-0.2038942446043166,0.5555555555555556,284.8972400000003,-251.04092499999973,1.4185796598702014,1.134863727896161,46.7025000000003,9,2023-02-06,2025-04-07,1315.1595307056762
['HSCL'],-24.99820999999946,6603.194130915,-0.003785775414804513,104.0,382.67815868506625,263.1225052295755,1.4541065514378522,1,4,0.9915482780561752,-0.029349052703487644,-0.02184834421740678,0.2,500.4735500000001,-131.3679399999999,0.9524271104502372,3.809708441800949,-4.999641999999895,5,2023-02-06,2025-01-28,530.8522841812179
['UNIONBANK'],446.7721700000012,8457.151173854998,0.05282773842108706,127.0,475.2351605422931,334.2292716867598,1.4216742840753298,3,3,1.226626825365482,0.7987093894474704,-0.23571910271710117,0.5,248.7073600000002,-99.78330333333311,2.4924747096132487,2.492474709613249,74.46202833333354,6,2023-01-31,2024-12-23,1814.6536636809458
['EXIDEIND'],270.960400000002,9808.967394495,0.027623743570813653,-471.0,248.4147132852027,174.77851027521487,1.420911031305547,3,5,1.0812649217031258,,-0.06161618732242946,0.375,452.7205566666668,-217.4402539999997,1.2492274498538825,2.0820457497564706,33.87005000000025,8,2023-02-23,2025-01-28,185.60697380258517
['HIMATSEIDE'],358.55407000000037,1810.4944837349997,0.19804206708231076,70.0,216.7506250000022,158.5818850625855,1.3663642913217207,1,1,1.0079533934584748,0.04217222887602001,-0.049365543219666685,0.5,445.7040000000002,-87.1499299999998,5.114220975277906,5.114220975277906,179.27703500000018,2,2024-10-08,2025-02-17,438.8249333141074
['AUROPHARMA'],347.69244000000117,9094.928699204998,0.03822926506618941,89.0,375.0602690018356,275.61246348500765,1.3605707966186869,2,4,1.0780130483744,0.36080259397678294,-0.028896671544263897,0.3333333333333333,307.4031300000004,-66.7784549999999,2.301663987284528,4.603327974569056,57.94874000000019,6,2023-01-31,2025-01-14,122.41004204801797
['SAIL'],536.514250000001,9276.198051495,0.05783773125817787,189.0,279.37059025687205,221.03846853171885,1.263583629185309,4,3,1.1360658060193134,0.27936997674496444,-0.27234950347497133,0.5714285714285714,221.80425500000015,-116.90092333333324,2.5298260974670983,1.8973695731003237,76.64489285714299,7,2023-02-08,2025-02-12,1579.2532475291976
['TATACOMM'],68.71072000000117,6446.718409169999,0.010658247442957187,118.0,143.58655584196475,121.09859824119538,1.1851215284599657,3,1,1.0016401303001357,0.005081998291701195,-0.005037957482398769,0.75,62.01669666666695,-117.33936999999969,1.5855726002278805,0.5285242000759601,17.177680000000294,4,2023-01-31,2024-04-22,42.72657261591537
['PROZONER'],129.17230000000058,5304.557680049999,0.024351191520794818,48.0,298.2910881398041,263.71593370775895,1.130842129813372,2,2,0.7774965607793306,-0.8524792881711752,-0.5100178041543025,0.5,189.49382500000016,-124.90767499999987,1.5170711087209041,1.5170711087209041,32.293075000000144,4,2023-11-30,2024-09-10,4788.50381290506
['COCHINSHIP'],1977.0275800000006,8045.72388246,0.24572401549971157,132.0,2078.9184787234117,1853.48128627047,1.1215912964011738,4,1,1.3952776237696012,1.5119359342098861,-0.19905728635811015,0.8,534.7814750000001,-162.09831999999983,13.196471746283384,3.299117936570846,395.40551600000015,5,2023-03-28,2024-03-13,1548.407482550793
['KAMOPAINTS'],424.7563800000009,8918.331898499999,0.047627334891118145,125.0,449.9521213667315,405.07953186620404,1.1106019583219169,3,4,0.1472747211025457,-0.9962766456465013,-0.924138259786494,0.42857142857142855,307.7862933333335,-124.65062499999989,1.8518938031798904,2.4691917375731873,60.679482857142986,7,2023-09-14,2025-01-28,7428.917720655136
['THOMASCOOK'],642.4857400000008,8464.33390998,0.07590505606619186,189.0,220.65514210634282,199.64238207650325,1.1049013732054864,4,3,1.144995631410382,0.2988618217525705,-0.14334543502242292,0.5714285714285714,236.2725225000001,-100.86811666666654,3.123187389738454,2.3423905423038405,91.78367714285724,7,2023-05-23,2025-01-15,645.3048914556763
['CAPACITE'],672.1141500000008,9291.139829324999,0.07233925679157817,278.0,174.51256253507864,167.29461087816702,1.042726729925073,5,3,1.072331368042605,0.09602500680640524,-0.06720562678649944,0.625,211.97404000000012,-129.25201666666655,2.7333427808541004,1.6400056685124602,84.01426875000011,8,2023-08-16,2025-02-18,332.04512748542686
['SHRENIK'],758.1859400000011,9877.79433066,0.07675660320711919,181.0,447.4942974059739,434.203097824977,1.0304493442060292,4,4,50031255.5224267,3358107069439387.0,-7.558499510676615,0.5,265.2867600000002,-75.74027499999993,3.502585117363258,3.502585117363258,94.77324250000012,8,2023-01-31,2025-03-20,230081.59999999971
['3IINFOLTD'],113.30446000000057,9080.179694219998,0.012478217812377072,174.0,141.72599596890123,155.17190207204817,0.9128972067580164,2,4,0.9416398816171572,-0.1185083406711982,-0.46969248685630194,0.3333333333333333,310.0792500000001,-126.71350999999991,1.2235445533787215,2.447089106757443,18.884076666666743,6,2023-08-11,2024-10-08,2286.079732603366
['ARIHANTCAP'],50.60145000000037,2501.4706971749997,0.020228679895049898,47.0,114.37475961538657,130.1346626538792,0.8783575204663525,1,1,1.0068433222460103,0.05439161329435738,-0.0532767014406359,0.5,163.20975000000027,-112.6082999999999,1.4493580846172123,1.4493580846172123,25.300725000000185,2,2024-11-14,2024-12-23,474.3770295083817
['TARC'],117.59027000000009,2013.0788041349997,0.058413147939594685,71.0,101.45044612794662,116.77318267521177,0.8681826067027917,1,1,1.0201536816075303,0.108022331233121,0.0,0.5,247.63451999999995,-130.04424999999986,1.9042327515441875,1.9042327515441875,58.795135000000045,2,2024-12-18,2025-02-19,239.8028803884087
['HEIDELBERG'],105.05600000000061,5204.666162219999,0.02018496416976531,159.0,47.10035730197012,58.38232342892705,0.8055581645225804,2,1,1.0012383229650856,0.00284497172302256,-0.018549275474622262,0.6666666666666666,106.38814000000029,-107.72027999999997,1.975266681445691,0.9876333407228455,35.01866666666685,3,2024-08-06,2025-02-17,163.83725783988663
['KMSUGAR'],-84.27204999999958,5959.108311225,-0.014141721478909648,124.0,280.822382536023,420.7754188449557,0.6672261970689705,1,3,0.2420689927994455,-0.9846327867704322,-0.8646885167304844,0.25,295.3840500000001,-126.55203333333323,0.778030565029774,2.334091695089322,-21.068012499999895,4,2023-05-10,2024-06-05,7517.368950131188
['AFCONS'],108.33915000000047,4055.302516725,0.026715429873156175,-34.0,82.89428571428681,147.1156338259698,0.5629876550867712,2,1,1.0051427461196245,,-0.0008972915922450531,0.6666666666666666,118.58257500000016,-128.82599999999985,1.84097270737274,0.92048635368637,36.11305000000015,3,2025-01-13,2025-04-08,158.0021696410253
['CANFINHOME'],23.77967000000126,9823.078593285,0.002420796064510459,182.0,76.96052055052495,155.2191424540683,0.49536751289086667,2,4,1.0043365837737341,0.008715956318142037,-0.026675898851655444,0.3333333333333333,219.47613500000023,-103.7931499999998,1.0572765880985433,2.1145531761970866,3.9632783333335198,6,2023-10-25,2025-01-14,108.00766964543386
['AVONMORE'],342.15366000000023,2574.66234618,0.13289263367200366,98.0,70.66065618167434,146.64506680358863,0.4813708208556449,2,1,1.1318173488672523,0.585949865354046,-0.5314128930195766,0.6666666666666666,238.2607050000001,-134.36774999999994,3.546397182359609,1.7731985911798045,114.05122000000006,3,2024-03-14,2025-02-19,4289.832703842855
['TRIVENI'],359.2858600000013,9476.884660709999,0.037911810986742976,263.0,72.70415047577997,158.4792594952612,0.45831959782694376,5,2,1.0048093893066778,0.006680846533935636,-0.04404018510676899,0.7142857142857143,125.17480400000014,-133.2940799999997,2.3477187433980644,0.9390874973592257,51.32655142857162,7,2023-03-28,2025-01-14,364.09790474392247
['TI'],208.30580000000072,5418.354420329999,0.03844447665114422,110.0,87.99386574074286,224.67671262190348,0.3913350196141835,2,2,1.020467375509345,0.06954015879353559,-0.04454660918200881,0.5,290.5695000000002,-186.4165999999998,1.5587104367314955,1.5587104367314955,52.07645000000019,4,2023-09-13,2025-01-28,412.5412294297767
['INFY'],66.45263000000182,9602.041534109998,0.006920677208480877,225.0,72.42420856482859,211.72957269191977,0.34172934675548916,3,4,1.0051393182261834,0.008350437828704926,-0.005933097204449456,0.42857142857142855,117.60406000000019,-71.58988749999969,1.2320601146356114,1.6427468195141486,9.493232857143113,7,2023-02-28,2025-03-13,108.54256202418398
['RBA'],-68.40625999999948,8881.610167199999,-0.007702011089455992,182.0,102.9394978011029,310.70318382157666,0.3310860755780874,2,6,0.933433441641252,-0.12903172729878964,-0.28213858463737607,0.25,291.9995250000001,-108.73421833333327,0.895147603872201,2.6854428116166034,-8.550782499999926,8,2023-02-10,2025-01-13,1636.5179002288696
['PRAJIND'],623.6305600000015,8941.805575994998,0.06974324756894607,-509.0,88.22520817955926,290.7325522794757,0.30321753614578845,5,3,1.0393292721104876,,-0.05446985906470192,0.625,239.15814200000023,-190.72004999999982,2.0899580475851076,1.2539748285510646,77.9538200000002,8,2023-03-28,2025-05-02,379.188120887772
['HIKAL'],407.29944000000023,3870.4926322799993,0.10523193781667826,142.0,35.83389880952422,126.16712900838112,0.28346447359635546,2,1,1.002163510409575,0.005570587125995008,0.0,0.6666666666666666,273.4890600000001,-139.67867999999999,3.9159742918532756,1.9579871459266378,135.76648000000006,3,2023-01-31,2024-10-08,221.0588807656948
['NAM-INDIA'],673.7356200000003,5781.0910570199985,0.11654125723930274,170.0,27.36558098792785,113.48231744030883,0.24052717289885445,2,2,1.0062656985837108,0.013501181819042252,-0.010543058823529572,0.5,434.8047450000001,-97.93693499999995,4.439640111261398,4.439640111261398,168.43390500000007,4,2024-03-14,2025-01-10,101.52426509357461
['SYNGENE'],614.226850000002,9579.010594275,0.06412216000336207,-480.0,39.59031137656604,171.96097876601607,0.229821391225858,5,3,0.999626569856581,,-0.030865128035601486,0.625,187.51916400000025,-107.78965666666643,2.8994613181345237,1.7396767908807143,76.77835625000024,8,2023-08-28,2025-04-25,196.338732463163
['ARKADE'],16.489130000000245,1914.1006948349996,0.008614557240637567,77.0,4.807306910569908,67.11996067456819,0.07057970330970229,1,1,1.0022228710706675,0.010580878126688065,-0.019093896713614944,0.5,123.8579300000001,-107.36879999999985,1.1535746883638476,1.1535746883638476,8.244565000000122,2,2024-10-23,2025-01-14,170.52616336623825
['CGCL'],61.73348000000084,5527.910063579999,0.01116759847572861,231.0,4.9118043831186124,89.48924295309901,0.05410487588610158,2,2,1.0011066221443268,0.001749119944572941,-0.04409602731308304,0.5,164.3299900000001,-133.46324999999968,1.2312752012258092,1.2312752012258092,15.43337000000021,4,2024-03-14,2025-02-13,351.71314286512364
['KALYANKJIL'],-124.67414999999914,6861.259750544999,-0.018170737522376426,-453.0,3.6670451489065057,166.8850298931469,0.021554031246599055,4,2,1.023079547228281,,-0.030375397727272824,0.6666666666666666,137.16569500000017,-336.6684649999999,0.8148413603275864,0.4074206801637932,-20.779024999999876,6,2023-01-31,2025-03-11,222.3110983474414
['SARDAEN'],340.3452900000008,6148.318048515,0.05535583672061405,245.0,5.225409704074331,301.2178674801068,0.017115218785667845,4,2,1.0587437973946425,0.08876299205716309,-0.06257069965751016,0.6666666666666666,130.18538500000008,-90.19812499999978,2.8866539077170486,1.4433269538585243,56.72421500000013,6,2023-03-21,2025-04-08,512.0155029878848
['INOXWIND'],-59.49972999999895,4819.424719964999,-0.012345815830158058,143.0,-2.6548833053498115,62.762611865868124,-0.04341570919918441,1,3,1.2061034450004637,0.6133545407405288,-0.03084253230105516,0.25,159.28544000000034,-72.92838999999977,0.7280449584402857,2.1841348753208574,-14.874932499999744,4,2023-01-31,2025-02-28,113.95708795216711
['MIRCELECTR'],51.504650000000225,1398.3181478249999,0.03683328438532577,80.0,-13.001430626597754,103.72580418066458,-0.12601908203893575,1,1,0.9630781933093139,-0.15772129834636717,-0.22826105624731619,0.5,210.99065000000007,-159.48599999999985,1.3229415121076475,1.3229415121076475,25.752325000000113,2,2024-03-14,2025-01-14,2044.513730001678
['NBCC'],841.204680000002,9220.173868079999,0.09123522962101947,154.0,-136.3107821294306,994.787000946106,-0.13709546063601932,4,5,-0.16782746879557095,,-1.0733221739623517,0.4444444444444444,365.1143350000002,-123.85053199999979,2.358419162866419,2.948023953583024,93.46718666666686,9,2023-02-03,2025-02-17,8959.4386824662
['MGL'],497.5981200000001,5187.31739577,0.09592590582673169,143.0,-36.52741973223364,155.5361630276197,-0.23529846062702967,3,1,1.003393404513152,0.008684316009693882,-0.0110051686148398,0.75,199.3801166666668,-100.54223000000025,5.949145448633861,1.983048482877954,124.39953000000003,4,2023-04-05,2024-11-19,90.31464699965326
['ADANIENSOL'],498.2452000000005,4883.15029575,0.10203355822032412,279.0,-23.926993708545925,82.83438280579868,-0.28969846693740386,3,1,0.9985935470794914,-0.0018395842377643135,0.0,0.75,205.59973333333343,-118.55399999999975,5.202685695969782,1.734228565323261,124.56130000000013,4,2023-10-10,2024-11-22,82.41575617339325
['IXIGO'],12.413070000000332,3575.8271352149995,0.003471384250585141,73.0,-45.12897222222101,153.03139297242478,-0.29535751680941413,1,2,0.9962981568434113,-0.018372685704491354,-0.058421917745341,0.3333333333333333,229.86919999999998,-108.72806499999982,1.0570830999337677,2.1141661998675354,4.137690000000106,3,2024-08-07,2025-01-14,540.7790081131725
['VIVIDHA'],-39.20954999999964,7336.701857294999,-0.005344301944205755,90.0,-86.6698472906391,254.85562475475848,-0.34034896178613594,2,3,-28034.56296394014,,-20.354961038961036,0.4,210.32830500000017,-153.28872,0.9147370400118163,1.3721055600177243,-7.841909999999942,5,2023-02-08,2025-01-14,172023.68831168825
['SONATSOFTW'],648.0846600000016,9312.921336329999,0.06958983508985553,186.0,-92.40295392030554,246.59681024785874,-0.3749965533915842,4,3,1.0173810242511638,0.03439312192471089,-0.06921508929478026,0.5714285714285714,238.26032500000025,-101.65221333333314,3.125169860213579,2.3438773951601846,92.58352285714307,7,2023-03-31,2025-04-07,472.6731470579719
['WALCHANNAG'],-24.003149999999806,1440.0137355749998,-0.016668695170754956,63.0,-30.291119421905933,73.20791706870662,-0.41472453578226537,1,1,0.998061309445016,-0.011180031640537602,-0.014568213082272186,0.5,91.4310000000001,-115.4341499999999,0.7920619677972262,0.7920619677972262,-12.001574999999903,2,2024-11-19,2025-01-14,131.98990821766623
['CIEINDIA'],109.35335000000094,6630.265233644999,0.01649305814269571,199.0,-30.077465630722056,69.30048922541603,-0.43502529300565806,2,2,1.000865317210029,0.0015877123953997874,-0.012808193375320576,0.5,153.62035500000033,-98.94367999999986,1.5526040167497364,1.5526040167497364,27.338337500000236,4,2023-03-14,2024-02-27,112.59571013359233
['RPOWER'],577.9722800000011,9042.707965725,0.06391584049719581,121.0,-132.44354301085716,289.4754862083605,-0.4577712080099097,4,4,-1.0215971448151007,,0.0,0.5,261.82932000000017,-117.33624999999991,2.2314444172197456,2.2314444172197456,72.24653500000014,8,2023-01-31,2025-03-03,11878.724674946487
['RAIN'],385.37369000000206,8675.180060355,0.04442255807013556,308.0,-50.31155230321127,107.4255065673332,-0.4689905955587245,4,4,0.9918943666824309,-0.009598481293660588,-0.11386100479088412,0.5,217.76673000000028,-121.42330749999975,1.7934508166811445,1.7934508166811445,48.171711250000264,8,2023-01-31,2025-02-17,569.5034487622077
['SERVOTECH'],379.9872800000004,7323.6750225,0.05188478172947227,172.0,-130.14069843660187,264.7116715388677,-0.4918963250832066,3,2,0.9046636273998717,-0.19153422180969704,-0.3327932630165056,0.6,209.85656666666674,-124.79120999999992,2.522492169119927,1.6816614460799513,75.99745600000007,5,2023-12-21,2025-02-18,2627.7024579624763
['BALMLAWRIE'],125.12947000000077,5042.732797335,0.024813821201498044,120.0,-49.47141152597278,98.523845327516,-0.5028367636411845,2,2,0.9763997331600532,-0.07006889401531502,-0.01751789439897289,0.5,171.3262250000004,-108.76149000000001,1.5752471302112574,1.5752471302112574,31.28236750000019,4,2023-10-10,2024-08-07,424.05610640673814
['HINDPETRO'],-86.69994999999864,9272.311750814999,-0.009350413610972264,131.0,-131.49319529350416,254.46084184508237,-0.5170272735857755,2,4,1.0532944912991862,0.1556588014258855,-0.062035166064618674,0.3333333333333333,194.36924000000016,-118.85960749999974,0.8176421077278107,1.6352842154556213,-14.449991666666449,6,2023-02-03,2025-02-04,469.47532784471116
['M&MFIN'],-174.9785299999983,9901.0963263,-0.017672641920996955,-646.0,-208.8094975041912,380.3111694229913,-0.5492331393293115,2,5,0.9875925804816472,,-0.18885165845457963,0.2857142857142857,184.5332700000004,-108.80901399999985,0.6783749368411727,1.6959373421029316,-24.99693285714264,7,2023-01-31,2025-04-08,947.8684388281268
['PATINTLOG'],4.2996800000000945,1769.77639608,0.0024295046591895748,179.0,-17.247620481927573,28.63710975727326,-0.6047265463837264,1,1,0.9950284138148918,-0.010111408211553874,-0.0636942408615111,0.5,116.3232,-112.0235199999999,1.0383819397926444,1.0383819397926444,2.1498400000000473,2,2024-03-14,2024-10-23,573.7365925321816
['EMAMILTD'],-108.80792999999949,5458.8169840049995,-0.019932511076817563,82.0,-70.90596743697334,109.96150559740886,-0.6454619464454279,1,2,0.9981563496606262,-0.008180423360218847,-0.005166207306932957,0.3333333333333333,154.62183000000005,-131.71487999999977,0.5869565762046032,1.1739131524092064,-36.269309999999834,3,2024-02-15,2025-01-14,98.43553867723989
['PVRINOX'],397.7032500000007,8332.839167625,0.04772722021867042,224.0,-63.23047944175541,91.21117132866682,-0.6939991946124768,4,2,0.9967214966347885,-0.005336689554126806,-0.009322424651372008,0.6666666666666666,137.71631250000013,-76.5809999999999,3.596618286520163,1.7983091432600815,66.28387500000011,6,2023-05-19,2025-02-19,78.0242944326114
['NLCINDIA'],385.1626200000008,6652.7477605799995,0.05789526882143831,211.0,-207.93593777173442,290.55493929048424,-0.7158919352039619,3,2,0.7122669172566037,-0.4439767540871795,-0.005247795594326532,0.6,208.69297333333347,-120.45814999999976,2.598740392410151,1.7324935949401006,77.03252400000017,5,2023-03-24,2024-10-23,3268.731092067379
['VIKASLIFE'],541.217770000002,9633.112544159998,0.05618306310851846,295.0,-176.12383551103798,229.33164496894162,-0.7682927296618829,6,6,-574.5418846540348,,-2.478652813852809,0.5,215.73365166666682,-125.53068999999981,1.7185729773863838,1.7185729773863838,45.101480833333504,12,2023-02-02,2025-03-28,62373.15581395339
['UNITECH'],260.22113000000047,8082.390416685,0.03219606039604437,95.0,-750.0663019280403,880.4386457048731,-0.8520029255729528,2,4,-5708.390277168589,,-12.472344785276062,0.3333333333333333,398.7023250000002,-134.29587999999998,1.4844175599430163,2.9688351198860325,43.3701883333334,6,2023-01-31,2025-02-17,111651.66133335744
['360ONE'],178.29608000000036,3306.1112874599994,0.053929243300512325,132.0,-69.36518822526416,79.61643571682451,-0.8721212850098883,2,1,1.0033737524265345,0.009356738299442613,-0.005162741850789687,0.6666666666666666,146.66434000000007,-115.03259999999977,2.5499613153141,1.27498065765705,59.43202666666677,3,2023-04-18,2025-01-09,43.160319554037656
['HERITGFOOD'],50.16795000000019,2168.1047477249995,0.02313908036622382,52.0,-83.10018382352885,94.26813735375993,-0.8822724852557148,1,1,1.0091900135152618,0.06631866880777904,-0.008472012666480344,0.5,132.03555000000023,-81.86760000000004,1.6127937059349506,1.6127937059349506,25.083975000000095,2,2023-09-13,2024-10-25,71.57765152414262
['SJVN'],182.20090000000096,9202.72587234,0.019798579521707767,185.0,-159.85446683316053,179.42809169046964,-0.8913011631926916,3,4,1.0475501796994253,0.09598448330615761,-0.26645324938968074,0.42857142857142855,218.4475733333336,-118.28545499999994,1.385087287359213,1.8467830498122841,26.028700000000143,7,2023-02-02,2025-01-14,1421.3693280693328
['TPHQ'],371.96101,6444.946192395,0.05771359432587845,214.0,-201.88697621574056,220.03617694223948,-0.9178353260916509,3,3,-16201.287025379246,,-22.773877227722764,0.5,226.0344499999999,-102.04744666666663,2.2149936856169585,2.2149936856169585,61.99350166666664,6,2023-10-27,2025-04-25,180528.42131318382
['SANGHVIMOV'],-8.697179999999577,2115.0494222399993,-0.004112045755785979,91.0,-116.25100793650616,123.73544981837469,-0.940078272695886,1,2,1.0202101768995133,0.0835628240445827,-0.003763758130645223,0.3333333333333333,165.4188600000002,-87.05801999999989,0.9500495187002899,1.9000990374005797,-2.8990599999998636,3,2024-05-21,2025-03-03,116.79719278110096
