,symbol,date,price_adj,order_type,quantity,commision_cost,total_cost,balance
1876,TTML,2023-10-25,88.088,Buy,7,0.308308,616.924308,244324.29844364556
1877,SAKHTISUG,2023-10-25,29.229199999999995,Buy,22,0.32152119999999995,643.3639211999999,243680.93452244555
1878,HCC,2023-10-25,24.974949999999996,Buy,26,0.32467434999999994,649.6733743499999,243031.26114809554
1879,IFCI,2023-10-25,21.671649999999996,Buy,30,0.32507474999999997,650.4745747499999,242380.78657334554
1880,RTNINDIA,2023-10-25,53.10304999999999,Buy,12,0.3186182999999999,637.5552182999999,241743.23135504554
1881,NECCLTD,2023-10-25,20.770749999999996,Buy,31,0.32194662499999993,644.2151966249999,241099.01615842053
1882,RENUKA,2023-10-25,48.951,Sell,81,0.31818150000000006,3964.7128185,245063.72897692054
1883,ALANKIT,2023-10-25,9.959949999999997,Buy,63,0.3137384249999999,627.7905884249998,244435.93838849553
1884,DHAMPURSUG,2023-10-25,264.26399999999995,Buy,2,0.26426399999999994,528.7922639999999,243907.14612449554
1885,MTNL,2023-10-25,26.8268,Buy,23,0.3085082,617.3249082,243289.82121629553
1886,BAJAJHIND,2023-10-25,24.324299999999997,Buy,25,0.30405375,608.4115537499999,242681.40966254554
1887,BIGBLOC,2023-10-25,78.88880999999999,Buy,7,0.27611083499999994,552.497780835,242128.91188171055
1888,AJOONI,2023-10-25,3.8838799999999996,Buy,159,0.30876845999999997,617.8456884599999,241511.06619325056
1889,CONFIPET,2023-10-25,77.59751999999999,Buy,7,0.27159131999999997,543.4542313199998,240967.61196193055
1890,RANASUG,2023-10-25,24.1241,Buy,25,0.30155125,603.40405125,240364.20791068056
1891,KAMDHENU,2023-10-25,27.727699999999995,Buy,22,0.30500469999999996,610.3144047,239753.89350598055
1892,VISHWARAJ,2023-10-25,16.63662,Buy,36,0.29945916,599.21777916,239154.67572682054
1893,ZEEL,2023-10-25,248.24799999999996,Buy,2,0.24824799999999997,496.7442479999999,238657.93147882054
1894,NDL,2023-10-25,2.3022999999999993,Buy,263,0.3027524499999999,605.8076524499998,238052.12382637055
1895,ORIENTPPR,2023-10-25,46.17613,Buy,13,0.30014484500000005,600.589834845,237451.53399152553
1896,AFSL,2023-10-25,324.22389999999996,Buy,1,0.16211194999999998,324.38601194999995,237127.14797957553
1897,AWL,2023-10-25,328.328,Buy,1,0.164164,328.492164,236798.65581557553
1898,ACLGATI,2023-10-25,143.69355,Buy,4,0.2873871,575.0615871,236223.59422847553
1899,DWARKESH,2023-10-25,92.59249999999999,Buy,6,0.27777749999999996,555.8327774999999,235667.76145097552
1900,RADIOCITY,2023-10-25,13.813799999999999,Buy,41,0.28318289999999996,566.6489829,235101.11246807553
1901,3IINFOLTD,2023-10-25,37.08704999999999,Buy,15,0.27815287499999997,556.5839028749999,234544.52856520054
1902,SUBEXLTD,2023-10-25,30.029999999999998,Buy,17,0.25525499999999995,510.7652549999999,234033.76331020053
1903,ADANIGREEN,2023-10-25,880.119,Sell,6,0.0,5280.714,239314.47731020054
1904,NIITLTD,2023-10-25,109.109,Buy,4,0.218218,436.65421799999996,238877.82309220053
1905,COFFEEDAY,2023-10-25,47.2472,Buy,11,0.2598596,519.9790596,238357.84403260052
1906,URJA,2023-10-25,9.35935,Buy,53,0.24802277499999997,496.2935727749999,237861.55045982552
1907,DISHTV,2023-10-25,16.716699999999996,Buy,28,0.23403379999999993,468.3016337999999,237393.24882602552
1908,INVENTURE,2023-10-25,2.15215,Buy,215,0.23135612499999997,462.9436061249999,236930.30521990053
1909,KESORAMIND,2023-10-25,76.67659999999998,Buy,6,0.23002979999999995,460.2896297999999,236470.01559010052
1910,ATGL,2023-10-25,572.27715,Sell,18,0.0,10300.9887,246771.0042901005
1911,CHOICEIN,2023-10-26,200.72052,Buy,12,1.20432312,2409.85056312,244361.1537269805
1912,ICICIBANK,2023-10-26,907.4064999999999,Buy,2,0.9074065,1815.7204064999999,242545.4333204805
1913,HDFCBANK,2023-10-26,1472.63116,Buy,1,0.73631558,1473.36747558,241072.0658449005
1914,REDINGTON,2023-10-26,135.53432999999998,Sell,39,1.0842746399999998,5284.754595359999,246356.8204402605
1915,LEMONTREE,2023-10-26,106.90679999999999,Buy,20,1.069068,2139.2050679999998,244217.61537226048
1916,FSL,2023-10-26,151.5514,Buy,14,1.0608598,2122.7804598,242094.83491246047
1917,CHOLAFIN,2023-10-26,1142.6815399999998,Buy,1,0.5713407699999999,1143.2528807699998,240951.5820316905
1918,INFY,2023-10-26,1333.6222899999998,Buy,1,0.6668111449999999,1334.289101145,239617.2929305455
1919,CAPACITE,2023-10-26,194.69449999999998,Buy,10,0.9734724999999999,1947.9184724999998,237669.3744580455
1920,CSBBANK,2023-10-26,322.77244999999994,Buy,6,0.9683173499999999,1937.6030173499996,235731.7714406955
1921,NLCINDIA,2023-10-26,120.15002999999999,Buy,17,1.021275255,2043.571785255,233688.19965544052
1922,VBL,2023-10-26,351.35099999999994,Buy,5,0.8783774999999998,1757.6333774999996,231930.56627794052
1923,EPL,2023-10-26,175.96578999999997,Buy,11,0.9678118449999998,1936.5915018449996,229993.97477609554
1924,NAVA,2023-10-26,205.20499999999998,Buy,9,0.9234224999999999,1847.7684224999998,228146.20635359554
1925,BHARATFORG,2023-10-26,1008.6376299999998,Buy,1,0.504318815,1009.1419488149999,227137.06440478054
1926,MSUMI,2023-10-26,58.368309999999994,Buy,33,0.9630771149999999,1927.117307115,225209.94709766554
1927,DCW,2023-10-26,52.7527,Buy,37,0.97592495,1952.82582495,223257.12127271554
1928,BDL,2023-10-26,461.77776,Sell,15,0.9235555200000001,6925.74284448,230182.86411719554
1929,SDBL,2023-10-26,116.51639999999999,Buy,16,0.9321311999999999,1865.1945311999998,228317.66958599555
1930,SUNTECK,2023-10-26,406.3659599999999,Buy,4,0.8127319199999998,1626.2765719199997,226691.39301407555
1931,GMRP&UI,2023-10-26,31.081049999999998,Buy,62,0.9635125499999999,1927.9886125499997,224763.40440152556
1932,MANINFRA,2023-10-26,139.76962999999998,Buy,13,0.9085025949999999,1817.9136925949997,222945.49070893056
1933,JSWENERGY,2023-10-26,362.32195999999993,Buy,5,0.9058048999999999,1812.5156048999997,221132.97510403057
1934,ENGINERSIN,2023-10-26,119.1807,Sell,77,0.8938552500000001,9176.02004475,230308.99514878058
1935,AIRAN,2023-10-26,21.57155,Buy,85,0.9167908749999999,1834.498540875,228474.49660790557
1936,RITES,2023-10-26,223.26303999999996,Buy,8,0.8930521599999999,1786.9973721599997,226687.49923574558
1937,IRFC,2023-10-26,67.17711,Buy,27,0.906890985,1814.688860985,224872.81037476056
1938,TEXRAIL,2023-10-26,114.85473999999998,Buy,15,0.8614105499999999,1723.6825105499997,223149.12786421058
1939,RELINFRA,2023-10-26,160.0599,Buy,11,0.88032945,1761.53922945,221387.58863476058
1940,ADANIENSOL,2023-10-26,719.23005,Sell,4,0.7192300500000001,2876.20096995,224263.7896047106
1941,GRSE,2023-10-26,671.06826,Sell,6,0.67106826,4025.73849174,228289.52809645058
1942,SNOWMAN,2023-10-26,47.70765999999999,Buy,36,0.8587378799999998,1718.3344978799996,226571.1935985706
1943,JKPAPER,2023-10-26,367.13676999999996,Buy,4,0.7342735399999999,1469.2813535399998,225101.9122450306
1944,ADANIPOWER,2023-10-26,309.69,Sell,9,0.774225,2786.435775,227888.3480200306
1945,JWL,2023-10-26,278.3781,Buy,6,0.8351343000000001,1671.1037343,226217.2442857306
1946,SYNCOMF,2023-10-26,8.108099999999999,Buy,207,0.8391883499999999,1679.21588835,224538.02839738058
1947,SCI,2023-10-26,133.73359999999997,Buy,12,0.8024015999999998,1605.6056015999995,222932.42279578059
1948,BCLIND,2023-10-26,48.03798999999999,Buy,34,0.8166458299999999,1634.1083058299998,221298.31448995057
1949,HTMEDIA,2023-10-26,24.1241,Buy,68,0.8202193999999999,1641.2590194,219657.05547055058
1950,TRACXN,2023-10-26,69.01894999999999,Buy,23,0.7937179249999999,1588.2295679249999,218068.82590262557
1951,FOODSIN,2023-10-26,165.39522999999997,Buy,9,0.744278535,1489.3013485349998,216579.52455409057
1952,ALOKINDS,2023-10-26,16.966949999999997,Buy,91,0.7719962249999999,1544.7644462249998,215034.7601078656
1953,STLTECH,2023-10-26,150.7506,Buy,10,0.7537529999999999,1508.2597529999998,213526.5003548656
1954,TANLA,2023-10-26,930.3794499999999,Buy,1,0.46518972499999994,930.8446397249999,212595.6557151406
1955,IPL,2023-10-26,265.7655,Buy,5,0.6644137499999999,1329.4919137499999,211266.1638013906
1956,UGARSUGAR,2023-10-26,92.82708,Sell,52,0.6962031,4826.311956899999,216092.4757582906
1957,ALLCARGO,2023-10-26,61.201139999999995,Buy,23,0.7038131099999999,1408.33003311,214684.1457251806
1958,VIKASECO,2023-10-26,3.2532499999999995,Buy,430,0.69944875,1399.59694875,213284.5487764306
1959,SHYAMCENT,2023-10-26,19.069049999999997,Buy,69,0.6578822249999999,1316.422332225,211968.1264442056
1960,VIKASLIFE,2023-10-26,4.4044,Buy,270,0.594594,1189.7825939999998,210778.34385020562
1961,HMAAGRO,2023-10-26,70.04997999999999,Buy,16,0.56039984,1121.3600798399998,209656.98377036562
1962,DIL,2023-10-26,9.25925,Buy,111,0.513888375,1028.290638375,208628.6931319906
1963,BHARTIARTL,2023-10-27,906.6057,Buy,2,0.9066057,1814.1180057,206814.5751262906
1964,JSWSTEEL,2023-10-27,724.75403,Buy,3,1.0871310449999998,2175.349221045,204639.2259052456
1965,M&M,2023-10-27,1498.8873899999999,Buy,1,0.749443695,1499.636833695,203139.5890715506
1966,MAXHEALTH,2023-10-27,558.38783,Buy,4,1.11677566,2234.66809566,200904.92097589062
1967,SBIN,2023-10-27,540.38907,Sell,22,1.0807781399999998,11887.478761859998,212792.39973775062
1968,KOTAKBANK,2023-10-27,1707.83613,Buy,1,0.853918065,1708.690048065,211083.7096896856
1969,ASHOKLEY,2023-10-27,161.48131999999998,Buy,14,1.13036924,2261.86884924,208821.8408404456
1970,BIOCON,2023-10-27,223.56620999999998,Sell,52,1.11783105,11624.32508895,220446.1659293956
1971,TATAPOWER,2023-10-27,234.82494,Sell,17,1.05671223,3990.96726777,224437.1331971656
1972,JUBLFOOD,2023-10-27,509.55904999999996,Buy,4,1.0191181,2039.2553180999998,222397.87787906558
1973,HINDPETRO,2023-10-27,152.85269999999997,Buy,14,1.0699689,2141.0077688999995,220256.8701101656
1974,BERGEPAINT,2023-10-27,537.05652,Buy,4,1.07411304,2149.30019304,218107.5699171256
1975,PFC,2023-10-27,219.65943999999996,Buy,10,1.0982971999999998,2197.6926971999997,215909.8772199256
1976,TECHM,2023-10-27,1077.09183,Sell,9,1.07709183,9692.74937817,225602.6265980956
1977,DABUR,2023-10-27,504.0034999999999,Buy,4,1.0080069999999999,2017.0220069999996,223585.60459109562
1978,LODHA,2023-10-27,736.44571,Buy,2,0.73644571,1473.62786571,222111.9767253856
1979,RECLTD,2023-10-27,250.98072999999997,Buy,8,1.00392292,2008.8497629199996,220103.1269624656
1980,ABCAPITAL,2023-10-27,170.22005,Buy,12,1.0213203,2043.6619202999998,218059.46504216563
1981,PARADEEP,2023-10-27,59.05089,Sell,61,1.06291602,3601.04137398,221660.50641614562
1982,USHAMART,2023-10-27,279.70002,Sell,28,0.97895007,7830.62160993,229491.12802607563
1983,APTUS,2023-10-27,277.72745,Buy,7,0.972046075,1945.064196075,227546.06383000064
1984,POLICYBZR,2023-10-27,677.322,Sell,16,1.0159829999999999,10836.136017,238382.19984700065
1985,EXIDEIND,2023-10-27,246.92667999999998,Buy,8,0.9877067199999999,1976.4011467199998,236405.79870028066
1986,BLS,2023-10-27,238.67109,Sell,32,0.95468436,7636.52019564,244042.31889592067
1987,DEVYANI,2023-10-27,187.16264999999999,Sell,96,0.9358132499999999,17966.67858675,262008.99748267067
1988,PARSVNATH,2023-10-27,9.609599999999999,Buy,207,0.9945935999999999,1990.1817935999995,260018.81568907067
1989,KITEX,2023-10-27,64.38431999999999,Buy,30,0.9657647999999999,1932.4953647999996,258086.32032427067
1990,CONCOR,2023-10-27,676.93626,Buy,2,0.67693626,1354.54945626,256731.77086801067
1991,RAMASTEEL,2023-10-27,10.86912,Sell,602,0.9075715200000001,6542.302668480001,263274.0735364907
1992,ADANIENT,2023-10-27,2218.8788999999997,Sell,3,0.0,6656.636699999999,269930.71023649065
1993,AFSL,2023-10-27,299.2005,Sell,1,0.74800125,298.45249874999996,270229.16273524065
1994,SUNDARAM,2023-10-27,2.7971999999999997,Sell,2599,0.7804188,7269.142381199999,277498.30511644064
1995,VLEGOV,2023-10-27,29.1708,Sell,235,0.7146846000000001,6854.4233154,284352.72843184066
1996,KAMOPAINTS,2023-10-27,29.32065,Sell,1062,0.67437495,31137.855925050004,315490.58435689064
1997,TPHQ,2023-10-27,1.11111,Buy,1180,0.6555548999999999,1311.7653549,314178.81900199066
1998,ARSHIYA,2023-10-27,3.8538499999999996,Buy,330,0.63588525,1272.4063852499999,312906.4126167407
1999,GODHA,2023-10-27,0.8008,Buy,1584,0.6342336,1269.1014335999998,311637.3111831407
2000,KBCGLOBAL,2023-10-27,2.45245,Buy,403,0.49416867499999995,988.8315186749999,310648.47966446565
2001,HAVELLS,2023-10-30,1250.47827,Sell,9,36.263869830000004,11218.04056017,321866.52022463566
2002,STLTECH,2023-10-30,138.31154999999998,Sell,10,25.380169425,1357.7353305749998,323224.25555521064
2003,MARICO,2023-10-31,519.10038,Sell,25,6.48875475,12971.02074525,336195.2763004606
2004,PETRONET,2023-10-31,186.55326000000002,Sell,20,6.43608747,3724.6291125300004,339919.9054129906
2005,M&MFIN,2023-10-31,242.59716,Sell,28,6.30752616,6786.41295384,346706.3183668306
2006,SBICARD,2023-10-31,754.1451,Sell,11,6.0331608,8289.5629392,354995.8813060306
2007,PERSISTENT,2023-10-31,3019.03794,Sell,1,6.03807588,3012.99986412,358008.8811701506
2008,AUBANK,2023-10-31,669.50884,Buy,17,5.69082514,11387.34110514,346621.5400650106
2009,UPL,2023-10-31,533.4859799999999,Sell,1,5.601602789999999,527.8843772099999,347149.4244422206
2010,IDFCFIRSTB,2023-10-31,84.2157,Sell,41,5.51612835,3447.3275716499998,350596.7520138706
2011,UJJIVANSFB,2023-10-31,50.28022999999999,Buy,214,5.379984609999998,10765.349204609996,339831.4028092606
2012,IVC,2023-10-31,7.932060000000001,Sell,2272,5.30258211,18016.337737890004,357847.7405471506
2013,JYOTISTRUC,2023-10-31,12.162149999999999,Buy,785,4.773643874999999,9552.061393875,348295.6791532756
2014,GENUSPAPER,2023-11-01,17.917899999999996,Buy,3848,34.47403959999999,68982.55323959998,279313.12591367564
2015,AJOONI,2023-11-01,4.53546,Sell,159,21.593325059999998,699.5448149399999,280012.67072861566
2016,JINDALSTEL,2023-11-02,587.18223,Sell,8,23.193698085,4674.264141915,284686.9348705307
2017,NATCOPHARM,2023-11-02,741.61764,Sell,21,19.652867460000003,15554.317572540001,300241.2524430707
2018,GODHA,2023-11-02,0.5993999999999999,Sell,1584,12.8634237,936.5861762999999,301177.8386193707
2019,OBEROIRLTY,2023-11-03,1200.32847,Sell,9,8.402299289999998,10794.553930709999,311972.3925500807
2020,IOC,2023-11-03,88.04186999999999,Sell,52,8.452019519999999,4569.725220479999,316542.1177705607
2021,SYRMA,2023-11-03,526.65613,Buy,29,7.636513884999999,15280.664283884998,301261.45348667575
2022,JINDWORLD,2023-11-03,67.69224,Sell,106,7.47999252,7167.89744748,308429.35093415575
2023,PPLPHARMA,2023-11-03,106.81308,Sell,82,7.3166959799999995,8751.355864019999,317180.70679817576
2024,ACI,2023-11-03,527.90738,Buy,27,7.126749630000001,14260.626009630001,302920.0807885458
2025,PFS,2023-11-03,32.51745,Sell,26,6.974993024999999,838.4787069749999,303758.5594955208
2026,BAJAJHIND,2023-11-03,29.0709,Sell,25,6.308385300000001,720.4641147,304479.02361022076
2027,SHRIRAMFIN,2023-11-06,396.76284000000004,Sell,22,33.526459980000006,8695.256020020002,313174.27963024075
2028,TI,2023-11-06,242.26748999999998,Sell,37,19.017997965,8944.879132035,322119.15876227577
2029,LTF,2023-11-07,140.98887,Sell,54,15.015314655,7598.383665345,329717.5424276208
2030,PFC,2023-11-07,244.64511,Sell,10,14.6787066,2431.7723933999996,332149.3148210208
2031,AARTIIND,2023-11-07,497.78171999999995,Sell,1,12.195652139999998,485.58606785999996,332634.90088888083
2032,RELINFRA,2023-11-07,184.26555,Sell,11,12.253659075,2014.6673909249998,334649.5682798058
2033,GREENPOWER,2023-11-07,16.63335,Sell,1405,10.004960025,23359.851789975,358009.42006978084
2034,HINDPETRO,2023-11-08,177.74208,Sell,14,17.86307904,2470.52604096,360479.9461107408
2035,RPOWER,2023-11-08,20.879099999999998,Sell,44,15.711522749999999,902.9688772499999,361382.9149879908
2036,CONCOR,2023-11-08,725.52375,Sell,2,15.598760624999999,1435.4487393749998,362818.3637273658
2037,DPSCLTD,2023-11-08,17.23275,Sell,191,12.735002249999999,3278.72024775,366097.0839751158
2038,KESORAMIND,2023-11-08,104.64525,Sell,6,9.627363,618.244137,366715.3281121158
2039,SUNPHARMA,2023-11-09,1162.41642,Sell,14,10.46174778,16263.368132220001,382978.6962443358
2040,MARICO,2023-11-09,513.2427299999999,Buy,41,10.521475964999999,21053.473405964996,361925.22283837077
2041,CUMMINSIND,2023-11-09,1738.5896699999998,Sell,8,9.562243185,13899.155116814998,375824.3779551858
2042,BALRAMCHIN,2023-11-09,427.64193,Sell,2,9.408122460000001,845.87573754,376670.2536927258
2043,VBL,2023-11-09,404.53506,Sell,5,9.30430638,2013.3709936199998,378683.6246863458
2044,BANCOINDIA,2023-11-09,247.29246,Sell,38,8.77888233,9388.33459767,388071.9592840158
2045,YESBANK,2023-11-09,18.33165,Sell,41,7.983433575,743.614216425,388815.5735004408
2046,URJA,2023-11-09,10.439549999999999,Sell,53,5.903565524999999,547.3925844749999,389362.9660849158
2047,NLCINDIA,2023-11-10,148.06179,Sell,17,8.14339845,2508.9070315500003,391871.8731164658
2048,MARKSANS,2023-11-10,125.46441,Sell,7,7.77879342,870.4720765799999,392742.3451930458
2049,RELIGARE,2023-11-10,220.11989999999997,Buy,70,7.704196499999999,15416.097196499999,377326.2479965458
2050,GMRP&UI,2023-11-10,36.61335,Sell,62,7.57896345,2262.4487365499995,379588.6967330958
2051,BAJAJCON,2023-11-10,218.39818,Buy,68,7.425538120000001,14858.50177812,364730.1949549758
2052,GENUSPAPER,2023-11-10,21.428549999999998,Sell,3848,7.039278674999999,82450.02112132499,447180.21607630077
2053,SYNCOMF,2023-11-10,10.63935,Sell,207,6.622995375,2195.7224546250004,449375.9385309258
2054,RTNINDIA,2023-11-10,63.1368,Sell,12,6.5030904000000005,751.1385096,450127.0770405258
2055,NECCLTD,2023-11-10,26.62335,Sell,31,6.482785725,818.841064275,450945.9181048008
2056,ALANKIT,2023-11-10,11.938049999999999,Sell,63,6.345073575,745.7520764249999,451691.6701812258
2057,AWL,2023-11-10,300.04965000000004,Sell,1,5.850968175000001,294.19868182500005,451985.8688630508
2058,FORTIS,2023-11-13,358.70094,Sell,2,16.1415423,701.2603377,452687.12920075085
2059,CAMPUS,2023-11-13,262.04769,Sell,2,12.709312964999999,511.386067035,453198.5152677859
2060,RGL,2023-11-13,104.45434999999998,Buy,238,12.430067649999998,24872.565367649993,428325.94990013586
2061,TRACXN,2023-11-13,88.6113,Sell,23,11.6080803,2026.4518197,430352.4017198359
2062,ZEELEARN,2023-11-13,7.54245,Sell,1397,7.840376775,10528.962273224999,440881.3639930609
2063,HPAL,2023-11-13,101.48841,Sell,67,10.808515665000002,6788.9149543349995,447670.2789473959
2064,VIVIDHA,2023-11-13,0.9008999999999999,Buy,18596,8.3765682,16761.5129682,430908.7659791959
2065,KBCGLOBAL,2023-11-13,2.14785,Sell,403,6.72921405,858.8543359500001,431767.6203151459
2066,BEL,2023-11-15,142.12773,Sell,44,9.806813370000002,6243.813306630001,438011.4336217759
2067,ITDCEM,2023-11-15,253.95579,Sell,4,9.65032002,1006.17283998,439017.6064617559
2068,RECLTD,2023-11-15,319.54014,Sell,8,9.106893990000001,2547.21422601,441564.8206877659
2069,APTUS,2023-11-15,294.17553000000004,Sell,7,8.8252659,2050.4034441000003,443615.2241318659
2070,AUBANK,2023-11-15,733.3059599999999,Sell,17,8.79967152,12457.401648479998,456072.6257803459
2071,UNIONBANK,2023-11-15,110.46942,Sell,8,8.8375536,874.9178064,456947.54358674586
2072,REDTAPE,2023-11-15,112.08196999999998,Buy,148,8.294065779999999,16596.425625779997,440351.11796096584
2073,HINDCOPPER,2023-11-15,163.36647,Sell,4,7.923273795,645.542606205,440996.6605671708
2074,MOREPENLAB,2023-11-15,39.010949999999994,Sell,201,7.509607874999999,7833.691342124998,448830.35190929583
2075,MITTAL,2023-11-15,1.6516499999999996,Buy,8854,7.311854549999999,14631.020954549997,434199.3309547458
2076,FEDERALBNK,2023-11-16,149.06079,Sell,6,12.595636755,881.769103245,435081.1000579908
2077,ICICIPRULI,2023-11-16,542.09736,Sell,27,11.384044560000001,14625.244675439999,449706.34473343083
2078,MANAPPURAM,2023-11-16,145.41444,Sell,63,10.906083,9150.203637,458856.5483704308
2079,INTLCONV,2023-11-16,95.74416000000001,Sell,132,9.861648480000001,12628.367471520001,471484.9158419508
2080,SNOWMAN,2023-11-16,54.815129999999996,Sell,36,9.400794795,1963.943885205,473448.8597271558
2081,HATHWAY,2023-11-16,20.7792,Sell,36,9.0805104,738.9706896,474187.8304167558
2082,TRIDENT,2023-11-16,38.09187,Sell,513,9.008727255,19532.120582745,493719.9509995008
2083,RADIOCITY,2023-11-16,15.684299999999999,Sell,41,7.84215,635.21415,494355.1651495008
2084,RAJESHEXPO,2023-11-16,407.407,Buy,32,6.518511999999999,13043.542512,481311.6226375008
2085,INFY,2023-11-17,1415.4231599999998,Sell,1,12.031096859999998,1403.39206314,482715.0147006408
2086,CAPACITE,2023-11-17,262.737,Sell,10,11.954533500000002,2615.4154665000005,485330.4301671408
2087,CESC,2023-11-17,90.96894,Sell,9,11.598539850000002,807.12192015,486137.5520872908
2088,SAMMAANCAP,2023-11-17,165.47436,Sell,43,10.259410319999999,7105.13806968,493242.6901569708
2089,HAPPSTMNDS,2023-11-17,844.9941600000001,Sell,12,10.13992992,10129.78999008,503372.4801470508
2090,ALOKINDS,2023-11-17,21.4785,Sell,91,8.88135975,1945.66214025,505318.1422873008
2091,RAJMET,2023-11-17,10.039950000000001,Sell,525,6.410508075000001,5264.5632419250005,510582.70552922576
2092,MAXHEALTH,2023-11-20,610.32906,Sell,4,12.511745730000001,2428.8044942700003,513011.51002349576
2093,HDFCLIFE,2023-11-20,652.07727,Sell,7,11.73739086,4552.80349914,517564.3135226358
2094,WIPRO,2023-11-20,192.16764,Sell,109,11.72222604,20934.55053396,538498.8640565958
2095,PEL,2023-11-20,929.1299399999999,Sell,12,11.14955928,11138.40972072,549637.2737773159
2096,IRCTC,2023-11-20,699.74955,Sell,1,11.1959928,688.5535572,550325.8273345159
2097,NYKAA,2023-11-20,167.832,Sell,5,11.076912,828.083088,551153.9104225158
2098,KNRCON,2023-11-20,282.1176,Sell,2,9.4509396,554.7842604,551708.6946829158
2099,BCLIND,2023-11-20,58.63131,Sell,34,8.97059043,1984.49394957,553693.1886324858
2100,SALASAR,2023-11-20,10.21977,Sell,538,6.857465670000001,5491.37879433,559184.5674268159
2101,DISHTV,2023-11-20,19.4805,Sell,28,6.5259675,538.9280325,559723.4954593158
2102,ZENSARTECH,2023-11-21,528.83064,Sell,1,14.80725792,514.02338208,560237.5188413959
2103,RAIN,2023-11-21,141.89795999999998,Sell,4,13.764102119999999,553.82773788,560791.3465792759
2104,JISLJALEQS,2023-11-21,70.77915,Sell,13,13.766544675,906.362405325,561697.708984601
2105,PATELENG,2023-11-21,53.19675,Sell,152,13.059802125000001,8072.846197875,569770.555182476
2106,JWL,2023-11-21,361.44819,Sell,6,12.108514365000001,2156.580625635,571927.1358081109
2107,3IINFOLTD,2023-11-21,40.259699999999995,Sell,15,10.346742899999999,593.5487571,572520.684565211
2108,RAJESHEXPO,2023-11-21,354.5451,Sell,32,8.686354949999998,11336.75684505,583857.441410261
2109,VIKASLIFE,2023-11-21,5.594399999999999,Sell,270,8.5846068,1501.9033931999998,585359.344803461
2110,BHARTIARTL,2023-11-22,967.9311,Sell,2,11.13120765,1924.73099235,587284.075795811
2111,MFSL,2023-11-22,984.015,Sell,12,9.84015,11798.33985,599082.415645811
2112,FSL,2023-11-22,161.15868,Sell,14,10.0724175,2246.1491025,601328.5647483111
2113,VOLTAS,2023-11-22,841.5875699999999,Sell,14,9.678257054999998,11772.547722944999,613101.112471256
2114,NHPC,2023-11-22,52.62732,Sell,16,9.709740539999999,832.32737946,613933.439850716
2115,CROMPTON,2023-11-22,290.35934999999995,Sell,18,9.58185855,5216.8864414499985,619150.326292166
2116,PARSVNATH,2023-11-22,11.5884,Sell,207,9.0157752,2389.7830248,621540.109316966
2117,RALLIS,2023-11-22,233.22654,Sell,66,8.97922179,15383.97241821,636924.081735176
2118,SJVN,2023-11-22,79.57035,Sell,11,8.991449550000002,866.2824004500001,637790.364135626
2119,TEXRAIL,2023-11-22,149.51033999999999,Sell,15,8.44733421,2234.20776579,640024.571901416
2120,BHANDARI,2023-11-22,6.77322,Sell,1491,6.90191118,10091.96910882,650116.541010236
2121,SHYAMCENT,2023-11-22,21.978,Sell,69,6.219774,1510.2622260000003,651626.803236236
2122,MOTHERSON,2023-11-23,86.39352000000001,Sell,79,20.17288692,6804.915193080001,658431.718429316
2123,MANINFRA,2023-11-23,177.47235,Sell,13,15.528830625000001,2291.611719375,660723.330148691
2124,IOLCP,2023-11-23,89.43048,Sell,8,18.95926176,696.48457824,661419.8147269309
2125,ASTRAL,2023-11-23,1957.77027,Sell,5,18.598817565,9770.252532435,671190.0672593659
2126,JSWENERGY,2023-11-23,418.45113,Sell,5,18.621075285,2073.634574715,673263.701834081
2127,DELHIVERY,2023-11-23,385.9856,Buy,96,18.5273088,37073.1449088,636190.556925281
2128,EXXARO,2023-11-23,12.032019999999997,Buy,2600,15.641625999999997,31298.893625999994,604891.6632992809
2129,JUBLFOOD,2023-11-24,536.30316,Sell,4,13.139427420000002,2132.07321258,607023.736511861
2130,IEX,2023-11-24,141.92793,Sell,6,12.7735137,838.7940663,607862.530578161
2131,TRIVENI,2023-11-24,376.23339,Sell,2,12.79193526,739.67484474,608602.205422901
2132,BHARATFORG,2023-11-24,1085.72319,Sell,1,11.400093495,1074.323096505,609676.528519406
2133,SUNTECK,2023-11-24,493.03646999999995,Sell,4,11.33983881,1960.8060411899999,611637.334560596
2134,KELLTONTEC,2023-11-24,89.1108,Sell,9,11.2725162,790.7246838,612428.059244396
2135,ALMONDZ,2023-11-24,14.82516,Sell,535,10.91131776,7920.54928224,620348.608526636
2136,SATINDLTD,2023-11-24,106.41347999999999,Sell,67,10.588141259999999,7119.115018739999,627467.723545376
2137,DHAMPURSUG,2023-11-24,276.67305,Sell,2,9.545220225,543.800879775,628011.524425151
2138,NDL,2023-11-24,2.98701,Sell,263,9.282133575,776.3014964250001,628787.8259215759
2139,INVENTURE,2023-11-24,2.3975999999999997,Sell,215,7.1040887999999995,508.3799111999999,629296.2058327759
2140,BHEL,2023-11-28,152.21763,Sell,6,16.7439393,896.5618407000002,630192.7676734759
2141,LICI,2023-11-28,674.04528,Sell,1,26.961811200000003,647.0834688,630839.8511422758
2142,NBCC,2023-11-28,42.61257,Buy,1195,25.461010575,50947.482160575004,579892.3689817009
2143,PRAJIND,2023-11-28,614.1951899999999,Sell,1,24.5678076,589.6273823999999,580481.9963641008
2144,CONFIPET,2023-11-28,93.15675,Sell,7,19.050555375000002,633.046694625,581115.0430587259
